Country Name,"Time","Agricultural irrigated land (% of total agricultural land)","Annual freshwater withdrawals, total (% of internal resources)","Arable land (% of land area)","ARI treatment (% of children under 5 taken to a health provider)","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","Diarrhea treatment (% of children under 5 who received ORS packet)","Disaster risk reduction progress score (1-5 scale; 5=best)","Improved sanitation facilities (% of population with access)","Improved water source (% of population with access)","Life expectancy at birth, total (years)","Plant species (higher), threatened","Mammal species, threatened","Fish species, threatened","Bird species, threatened","Mortality rate, neonatal (per 1,000 live births)","Risk of catastrophic expenditure for surgical care (% of people at risk)"
Seychelles,"2005","NA","NA","2.17391304347826","NA","NA","NA","NA","98.4","95.7","72.1317073170732","NA","NA","NA","NA","9.1","NA"
Seychelles,"2006","NA","NA","2.17391304347826","NA","NA","NA","NA","98.4","95.7","72.2170731707317","NA","NA","NA","NA","9.1","NA"
Seychelles,"2007","NA","NA","2.17391304347826","NA","NA","NA","NA","98.4","95.7","73.1926829268293","NA","NA","NA","NA","9","NA"
Seychelles,"2008","NA","NA","2.17391304347826","NA","NA","NA","NA","98.4","95.7","73.1634146341463","NA","NA","NA","NA","9","NA"
Seychelles,"2009","NA","NA","2.17391304347826","NA","NA","NA","NA","98.4","95.7","73.0341463414634","NA","NA","NA","NA","9","NA"
Seychelles,"2010","NA","NA","1.95652173913044","NA","NA","NA","NA","98.4","95.7","73.1975609756098","NA","NA","NA","NA","9","NA"
Seychelles,"2011","NA","NA","0.173913043478261","NA","NA","NA","NA","98.4","95.7","72.7243902439024","NA","NA","NA","NA","9","NA"
Seychelles,"2012","NA","NA","0.173913043478261","NA","NA","NA","NA","98.4","95.7","74.2268292682927","NA","NA","NA","NA","9","NA"
Seychelles,"2013","NA","NA","0.175824175824176","NA","NA","NA","NA","98.4","95.7","73.119512195122","NA","NA","NA","NA","8.9","NA"
Seychelles,"2014","NA","NA","NA","NA","NA","NA","NA","98.4","95.7","73.2292682926829","NA","NA","NA","NA","8.8","16.1"
Sierra Leone,"2005","NA","NA","20.3937378775284","48","2.5","53.9980340551926","NA","11.9","52.3","43.6030731707317","NA","NA","NA","NA","46.7","NA"
Sierra Leone,"2006","NA","NA","23.412025491826","NA","2","NA","NA","12.1","53.3","44.5480731707317","NA","NA","NA","NA","45.7","NA"
Sierra Leone,"2007","NA","0.132625","17.7849819894708","NA","2","NA","NA","12.2","54.3","45.4883658536585","NA","NA","NA","NA","44.6","NA"
Sierra Leone,"2008","NA","NA","19.0112219451372","45.8","2","68","NA","12.3","55.4","46.4276341463415","NA","NA","NA","NA","43.3","NA"
Sierra Leone,"2009","NA","NA","20.2406483790524","NA","2.5","NA","NA","12.5","56.4","47.3502195121951","NA","NA","NA","NA","42","NA"
Sierra Leone,"2010","NA","NA","21.8949847603214","73.7","2.5","72.6","NA","12.6","57.4","48.2289512195122","NA","NA","NA","NA","40.7","NA"
Sierra Leone,"2011","NA","NA","22.8959545580493","NA","3","NA","3","12.7","58.5","49.0347317073171","NA","NA","NA","NA","39.4","NA"
Sierra Leone,"2012","NA","NA","20.3886118038238","NA","3","NA","NA","12.8","59.5","49.7490975609756","NA","NA","NA","NA","38.2","NA"
Sierra Leone,"2013","NA","NA","21.9402881684677","71.7","3","85.1","NA","13","60.6","50.3631219512195","NA","NA","NA","NA","37","NA"
Sierra Leone,"2014","NA","0.132625","NA","NA","3.5","NA","NA","13.1","61.6","50.8787804878049","NA","NA","NA","NA","35.8","84.7"
Singapore,"2005","NA","NA","0.957910014513788","NA","NA","NA","NA","100","100","79.990243902439","NA","NA","NA","NA","1.3","NA"
Singapore,"2006","NA","NA","0.936599423631124","NA","NA","NA","NA","100","100","80.1414634146341","NA","NA","NA","NA","1.2","NA"
Singapore,"2007","NA","NA","1.00719424460432","NA","NA","NA","NA","100","100","80.4414634146342","NA","NA","NA","NA","1.2","NA"
Singapore,"2008","NA","NA","0.857142857142857","NA","NA","NA","NA","100","100","80.790243902439","NA","NA","NA","NA","1.2","NA"
Singapore,"2009","NA","NA","0.857142857142857","NA","NA","NA","NA","100","100","81.2414634146342","NA","NA","NA","NA","1.2","NA"
Singapore,"2010","NA","NA","0.911680911680912","NA","NA","NA","NA","100","100","81.5414634146342","NA","NA","NA","NA","1.1","NA"
Singapore,"2011","NA","NA","0.894886363636364","NA","NA","NA","NA","100","100","81.7439024390244","NA","NA","NA","NA","1.1","NA"
Singapore,"2012","NA","NA","0.892351274787535","NA","NA","NA","NA","100","100","81.9951219512195","NA","NA","NA","NA","1.1","NA"
Singapore,"2013","NA","NA","0.806223479490806","NA","NA","NA","NA","100","100","82.2463414634147","NA","NA","NA","NA","1.1","NA"
Singapore,"2014","NA","31.6666666666667","NA","NA","NA","NA","NA","100","100","82.6463414634146","NA","NA","NA","NA","1.1","48.9"
Sint Maarten (Dutch part),"2005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Sint Maarten (Dutch part),"2006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Sint Maarten (Dutch part),"2007","NA","NA","NA","NA","NA","NA","NA","NA","NA","74.5439024390244","NA","NA","NA","NA","NA","NA"
Sint Maarten (Dutch part),"2008","NA","NA","NA","NA","NA","NA","NA","NA","NA","74.5365853658537","NA","NA","NA","NA","NA","NA"
Sint Maarten (Dutch part),"2009","NA","NA","NA","NA","NA","NA","NA","NA","NA","75.5878048780488","NA","NA","NA","NA","NA","NA"
Sint Maarten (Dutch part),"2010","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Sint Maarten (Dutch part),"2011","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Sint Maarten (Dutch part),"2012","NA","NA","NA","NA","NA","NA","NA","NA","NA","73.0536585365854","NA","NA","NA","NA","NA","NA"
Sint Maarten (Dutch part),"2013","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Sint Maarten (Dutch part),"2014","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Slovak Republic,"2005","1.33951571354972","NA","28.9189189189189","NA","NA","NA","NA","98.9","99.9","73.9048780487805","NA","NA","NA","NA","5.6","NA"
Slovak Republic,"2006","1.28932439401753","NA","28.6486486486486","NA","NA","NA","NA","98.8","99.9","74.2048780487805","NA","NA","NA","NA","5.4","NA"
Slovak Republic,"2007","1.29533678756477","5.46031746031746","28.6278586278586","NA","NA","NA","NA","98.8","99.9","74.2073170731707","NA","NA","NA","NA","5.3","NA"
Slovak Republic,"2008","1.34228187919463","NA","28.7318087318087","NA","NA","NA","NA","98.8","100","74.7048780487805","NA","NA","NA","NA","5.2","NA"
Slovak Republic,"2009","1.03626943005181","NA","28.7377833229362","NA","NA","NA","NA","98.8","100","74.909756097561","NA","NA","NA","NA","5.1","NA"
Slovak Republic,"2010","0.76104283437034","NA","28.9451248674388","NA","NA","NA","NA","98.8","100","75.1121951219512","NA","NA","NA","NA","5","NA"
Slovak Republic,"2011","0.715137067938021","NA","28.9302944601564","NA","NA","NA","NA","98.8","100","75.9585365853659","NA","NA","NA","NA","4.9","NA"
Slovak Republic,"2012","1.28670748158141","5.28015873015873","28.9531691898187","NA","NA","NA","NA","98.8","100","76.109756097561","NA","NA","NA","NA","4.7","NA"
Slovak Republic,"2013","0.954109411459684","NA","28.9885210447513","NA","NA","NA","NA","98.8","100","76.4121951219512","NA","NA","NA","NA","4.6","NA"
Slovak Republic,"2014","NA","4.43888888888889","NA","NA","NA","NA","NA","98.8","100","76.7146341463415","NA","NA","NA","NA","4.4","0.7"
Slovenia,"2005","0.392927308447937","NA","8.73882820258193","NA","NA","NA","NA","99.1","99.6","77.6121951219512","NA","NA","NA","NA","2.5","NA"
Slovenia,"2006","0.610997963340122","NA","8.83813306852036","NA","NA","NA","NA","99.1","99.6","78.0865853658537","NA","NA","NA","NA","2.3","NA"
Slovenia,"2007","0.803212851405622","5.0074986609534","8.68917576961271","NA","NA","NA","NA","99.1","99.6","78.5609756097561","NA","NA","NA","NA","2.2","NA"
Slovenia,"2008","0.813008130081301","NA","8.93743793445879","NA","NA","NA","NA","99.1","99.6","78.7658536585366","NA","NA","NA","NA","2.1","NA"
Slovenia,"2009","0.854700854700855","NA","8.68917576961271","NA","NA","NA","NA","99.1","99.6","78.9707317073171","NA","NA","NA","NA","1.9","NA"
Slovenia,"2010","0.827643285743844","NA","8.4558093346574","NA","NA","NA","NA","99.1","99.5","79.4219512195122","NA","NA","NA","NA","1.8","NA"
Slovenia,"2011","0.872410032715376","NA","8.36643495531281","NA","NA","NA","NA","99.1","99.5","79.9707317073171","NA","NA","NA","NA","1.7","NA"
Slovenia,"2012","0.416927246195539","4.97107659346545","8.5253227408143","NA","NA","NA","NA","99.1","99.5","80.1243902439024","NA","NA","NA","NA","1.6","NA"
Slovenia,"2013","0.418322526668061","NA","8.64448857994042","NA","NA","NA","NA","99.1","99.5","80.3219512195122","NA","NA","NA","NA","1.5","NA"
Slovenia,"2014","NA","6.19175147295126","NA","NA","NA","NA","NA","99.1","99.5","80.519512195122","NA","NA","NA","NA","1.5","9.9"
Solomon Islands,"2005","NA","NA","0.571632725973562","NA","2","NA","NA","26.8","80","65.5534878048781","NA","NA","NA","NA","14.4","NA"
Solomon Islands,"2006","NA","NA","0.571632725973562","NA","2","NA","NA","27.1","80.1","65.9346097560976","NA","NA","NA","NA","14.5","NA"
Solomon Islands,"2007","NA","NA","0.571632725973562","73","2","37.7","NA","27.4","80.2","66.2668048780488","NA","NA","NA","NA","14.5","NA"
Solomon Islands,"2008","NA","NA","0.60735977134691","NA","2","NA","NA","27.7","80.3","66.5612195121951","NA","NA","NA","NA","14.3","NA"
Solomon Islands,"2009","NA","NA","0.643086816720257","NA","2","NA","NA","28","80.3","66.8246829268293","NA","NA","NA","NA","14","NA"
Solomon Islands,"2010","NA","NA","0.678813862093605","NA","2","NA","NA","28.3","80.4","67.0656585365854","NA","NA","NA","NA","13.8","NA"
Solomon Islands,"2011","NA","NA","0.678813862093605","NA","2","NA","2","28.6","80.5","67.2912195121951","NA","NA","NA","NA","13.5","NA"
Solomon Islands,"2012","NA","NA","0.714540907466953","NA","2.5","NA","NA","28.9","80.5","67.5065853658537","NA","NA","NA","NA","13.2","NA"
Solomon Islands,"2013","NA","NA","0.714540907466953","NA","2.5","NA","NA","29.2","80.6","67.7189268292683","NA","NA","NA","NA","12.9","NA"
Solomon Islands,"2014","NA","NA","NA","NA","2.5","NA","NA","29.5","80.7","67.9308048780488","NA","NA","NA","NA","12.5","4.5"
Somalia,"2005","NA","NA","2.15194312494022","NA","NA","NA","NA","22.4","28.4","52.3558536585366","NA","NA","NA","NA","45.3","NA"
Somalia,"2006","NA","NA","1.81719641661619","13","NA","13.2181511905823","NA","22.6","29.5","52.6827804878049","NA","NA","NA","NA","45.2","NA"
Somalia,"2007","NA","54.9666666666667","1.59403194440017","NA","NA","NA","NA","22.7","30.7","53.0186585365854","NA","NA","NA","NA","44.8","NA"
Somalia,"2008","NA","NA","1.75343513884018","NA","NA","NA","NA","22.9","30.9","53.3545121951219","NA","NA","NA","NA","44.3","NA"
Somalia,"2009","NA","NA","1.75343513884018","NA","NA","NA","NA","23.1","31.2","53.6893414634146","NA","NA","NA","NA","43.6","NA"
Somalia,"2010","NA","NA","1.75343513884018","NA","NA","NA","NA","23.3","31.4","54.0236585365854","NA","NA","NA","NA","43","NA"
Somalia,"2011","NA","NA","1.59403194440017","NA","NA","NA","NA","23.5","31.7","54.3569512195122","NA","NA","NA","NA","42.4","NA"
Somalia,"2012","NA","NA","1.59403194440017","NA","NA","NA","NA","NA","NA","54.690243902439","NA","NA","NA","NA","41.9","NA"
Somalia,"2013","NA","NA","1.75343513884018","NA","NA","NA","NA","NA","NA","55.0230243902439","NA","NA","NA","NA","41.2","NA"
Somalia,"2014","NA","54.9666666666667","NA","NA","NA","NA","NA","NA","NA","55.3548048780488","NA","NA","NA","NA","40.5","NA"
South Africa,"2005","NA","NA","10.8606945898491","NA","NA","NA","NA","60.4","88.9","51.5573414634146","NA","NA","NA","NA","13.7","NA"
South Africa,"2006","NA","NA","10.3866984312788","NA","NA","NA","NA","61.1","89.4","51.6137073170732","NA","NA","NA","NA","13.2","NA"
South Africa,"2007","NA","NA","10.3866984312788","NA","NA","NA","NA","61.7","89.8","51.996512195122","NA","NA","NA","NA","12.8","NA"
South Africa,"2008","NA","NA","10.5515666603467","NA","NA","NA","NA","62.3","90.3","52.6360243902439","NA","NA","NA","NA","12.3","NA"
South Africa,"2009","NA","NA","10.4361588999992","NA","NA","NA","NA","62.9","90.7","53.4670975609756","NA","NA","NA","NA","11.9","NA"
South Africa,"2010","1.58735073433033","NA","10.331467574541","NA","NA","NA","NA","63.5","91.1","54.390756097561","NA","NA","NA","NA","11.7","NA"
South Africa,"2011","1.66123643306286","NA","9.91929700187126","NA","NA","NA","NA","64.1","91.6","55.2956585365854","NA","NA","NA","NA","11.5","NA"
South Africa,"2012","NA","NA","10.3042643167448","NA","NA","NA","NA","64.7","92","56.0983170731707","NA","NA","NA","NA","11.3","NA"
South Africa,"2013","NA","NA","10.3042643167448","NA","NA","NA","NA","65.3","92.4","56.7365853658537","NA","NA","NA","NA","11.2","NA"
South Africa,"2014","NA","34.5982142857143","NA","NA","NA","NA","NA","65.8","92.8","57.1821219512195","NA","NA","NA","NA","11.1","25.5"
South Sudan,"2005","NA","NA","NA","NA","NA","NA","NA","NA","NA","51.1716341463415","NA","NA","NA","NA","50.1","NA"
South Sudan,"2006","NA","NA","NA","NA","NA","NA","NA","NA","NA","51.6132926829268","NA","NA","NA","NA","48.6","NA"
South Sudan,"2007","NA","NA","NA","NA","NA","NA","NA","NA","NA","52.0878536585366","NA","NA","NA","NA","47.3","NA"
South Sudan,"2008","NA","NA","NA","NA","NA","NA","NA","NA","NA","52.5933170731707","NA","NA","NA","NA","46","NA"
South Sudan,"2009","NA","NA","NA","NA","NA","NA","NA","NA","NA","53.1226585365854","NA","NA","NA","NA","44.8","NA"
South Sudan,"2010","NA","NA","NA","47.6","NA","38.6","NA","NA","NA","53.6649024390244","NA","NA","NA","NA","43.7","NA"
South Sudan,"2011","NA","NA","NA","NA","NA","NA","NA","6.6","58.6","54.205","NA","NA","NA","NA","42.7","NA"
South Sudan,"2012","NA","2.53076923076923","NA","NA","2.5","NA","NA","6.6","58.7","54.727","NA","NA","NA","NA","41.8","NA"
South Sudan,"2013","NA","NA","NA","NA","2","NA","NA","6.7","58.7","55.2209024390244","NA","NA","NA","NA","41","NA"
South Sudan,"2014","NA","2.53076923076923","NA","NA","2","NA","NA","6.7","58.7","55.6822195121951","NA","NA","NA","NA","40.1","NA"
Spain,"2005","11.7096420244137","NA","25.8730890220201","NA","NA","NA","NA","99.9","100","80.1707317073171","NA","NA","NA","NA","3.5","NA"
Spain,"2006","11.6031174640897","NA","25.4920036875225","NA","NA","NA","NA","99.9","100","80.8219512195122","NA","NA","NA","NA","3.4","NA"
Spain,"2007","11.8483073846593","31.9874100719424","25.2168860571818","NA","NA","NA","NA","99.9","100","80.8731707317073","NA","NA","NA","NA","3.2","NA"
Spain,"2008","11.9387392509417","NA","25.0360866078589","NA","NA","NA","NA","99.9","100","81.1756097560976","NA","NA","NA","NA","3.1","NA"
Spain,"2009","11.4658562745799","NA","25.0611639193037","NA","NA","NA","NA","99.9","100","81.4756097560976","NA","NA","NA","NA","3.1","NA"
Spain,"2010","12.0021782537666","NA","25.0554988900222","NA","NA","NA","NA","99.9","100","81.6268292682927","NA","NA","NA","NA","3","NA"
Spain,"2011","12.1196416672836","NA","24.8639673521645","NA","NA","NA","NA","99.9","100","82.4756097560976","NA","NA","NA","NA","3","NA"
Spain,"2012","13.0057159824809","33.5881294964029","25.1294456328342","NA","NA","NA","NA","99.9","100","82.4268292682927","NA","NA","NA","NA","3","NA"
Spain,"2013","NA","NA","25.1294456328342","NA","NA","NA","NA","99.9","100","83.0780487804878","NA","NA","NA","NA","2.9","NA"
Spain,"2014","NA","33.5881294964029","NA","NA","NA","NA","NA","99.9","100","83.0780487804878","NA","NA","NA","NA","2.8","4.4"
Sri Lanka,"2005","NA","NA","17.5410620315739","NA","3.5","NA","NA","86.4","85.4","73.9735609756098","NA","NA","NA","NA","8.7","NA"
Sri Lanka,"2006","NA","NA","16.7437410301387","NA","3.5","NA","NA","87.5","86.5","74.1245365853659","NA","NA","NA","NA","8.2","NA"
Sri Lanka,"2007","NA","24.5265151515152","15.9464200287036","58.2","3.5","50.4","NA","88.5","87.6","74.1941219512195","NA","NA","NA","NA","7.7","NA"
Sri Lanka,"2008","NA","NA","19.1357040344443","NA","3.5","NA","NA","89.6","88.8","74.2387317073171","NA","NA","NA","NA","7.2","NA"
Sri Lanka,"2009","NA","NA","17.5410620315739","NA","3.5","NA","NA","90.6","89.9","74.2802926829268","NA","NA","NA","NA","6.8","NA"
Sri Lanka,"2010","NA","NA","19.1357040344443","NA","3","NA","NA","91.7","91.1","74.339243902439","NA","NA","NA","NA","6.4","NA"
Sri Lanka,"2011","NA","NA","20.7303460373146","NA","2.5","NA","3.5","92.7","92.2","74.4245609756098","NA","NA","NA","NA","6.1","NA"
Sri Lanka,"2012","NA","NA","19.9330250358794","NA","2.5","NA","NA","93.8","93.3","74.531243902439","NA","NA","NA","NA","5.9","NA"
Sri Lanka,"2013","NA","NA","20.7303460373146","NA","2.5","NA","NA","94.8","94.5","74.6538292682927","NA","NA","NA","NA","5.7","NA"
Sri Lanka,"2014","NA","24.5265151515152","NA","NA","2.5","NA","NA","95.1","95.6","74.7948048780488","NA","NA","NA","NA","5.6","58"
St. Kitts and Nevis,"2005","0.8","NA","15.2692307692308","NA","NA","NA","NA","87.3","98.3","NA","NA","NA","NA","NA","9.5","NA"
St. Kitts and Nevis,"2006","7.98403193612774","NA","15.3076923076923","NA","NA","NA","NA","87.3","98.3","NA","NA","NA","NA","NA","9.1","NA"
St. Kitts and Nevis,"2007","7.85854616895874","NA","15.3461538461538","NA","NA","NA","NA","87.3","98.3","NA","NA","NA","NA","NA","8.8","NA"
St. Kitts and Nevis,"2008","7.84313725490196","NA","15.3846153846154","NA","NA","NA","NA","NA","98.3","NA","NA","NA","NA","NA","8.4","NA"
St. Kitts and Nevis,"2009","7.27272727272727","NA","15.3846153846154","NA","NA","NA","NA","NA","98.3","NA","NA","NA","NA","NA","8.1","NA"
St. Kitts and Nevis,"2010","10.5263157894737","NA","17.3076923076923","NA","NA","NA","NA","NA","98.3","NA","NA","NA","NA","NA","7.8","NA"
St. Kitts and Nevis,"2011","13.3333333333333","NA","19.2307692307692","NA","NA","NA","3.5","NA","98.3","NA","NA","NA","NA","NA","7.5","NA"
St. Kitts and Nevis,"2012","13.3333333333333","65","19.2307692307692","NA","NA","NA","NA","NA","98.3","NA","NA","NA","NA","NA","7.2","NA"
St. Kitts and Nevis,"2013","NA","NA","19.2307692307692","NA","NA","NA","NA","NA","98.3","NA","NA","NA","NA","NA","7","NA"
St. Kitts and Nevis,"2014","NA","65","NA","NA","NA","NA","NA","NA","98.3","NA","NA","NA","NA","NA","6.8","44.6"
St. Lucia,"2005","NA","NA","3.60655737704918","NA","3.5","NA","NA","85.7","94.9","72.9990731707317","NA","NA","NA","NA","11.2","NA"
St. Lucia,"2006","NA","NA","3.77049180327869","NA","3.5","NA","NA","86.2","95.1","73.3690731707317","NA","NA","NA","NA","11.1","NA"
St. Lucia,"2007","NA","14.3","3.9344262295082","NA","3.5","NA","NA","86.8","95.2","73.7118536585366","NA","NA","NA","NA","10.9","NA"
St. Lucia,"2008","NA","NA","4.0983606557377","NA","3.5","NA","NA","87.3","95.3","74.0131463414634","NA","NA","NA","NA","10.8","NA"
St. Lucia,"2009","NA","NA","4.91803278688525","NA","3.5","NA","NA","87.9","95.5","74.2660487804878","NA","NA","NA","NA","10.6","NA"
St. Lucia,"2010","NA","NA","4.91803278688525","NA","3.5","NA","NA","88.5","95.6","74.4710975609756","NA","NA","NA","NA","10.5","NA"
St. Lucia,"2011","NA","NA","4.91803278688525","NA","3.5","NA","3.25","89","95.8","74.6357073170732","NA","NA","NA","NA","10.2","NA"
St. Lucia,"2012","NA","NA","4.91803278688525","NA","3.5","NA","NA","89.5","96","74.7776341463415","NA","NA","NA","NA","10","NA"
St. Lucia,"2013","NA","NA","4.91803278688525","NA","3.5","NA","NA","90","96.2","74.9127073170732","NA","NA","NA","NA","9.8","NA"
St. Lucia,"2014","NA","14.3","NA","NA","3.5","NA","NA","90.5","96.3","75.0468536585366","NA","NA","NA","NA","9.5","41.8"
St. Martin (French part),"2005","NA","NA","NA","NA","NA","NA","NA","NA","NA","77.8707317073171","NA","NA","NA","NA","NA","NA"
St. Martin (French part),"2006","NA","NA","NA","NA","NA","NA","NA","NA","NA","78.0707317073171","NA","NA","NA","NA","NA","NA"
St. Martin (French part),"2007","NA","NA","NA","NA","NA","NA","NA","NA","NA","78.2219512195122","NA","NA","NA","NA","NA","NA"
St. Martin (French part),"2008","NA","NA","NA","NA","NA","NA","NA","NA","NA","78.3707317073171","NA","NA","NA","NA","NA","NA"
St. Martin (French part),"2009","NA","NA","NA","NA","NA","NA","NA","NA","NA","78.5707317073171","NA","NA","NA","NA","NA","NA"
St. Martin (French part),"2010","NA","NA","NA","NA","NA","NA","NA","NA","NA","78.7219512195122","NA","NA","NA","NA","NA","NA"
St. Martin (French part),"2011","NA","NA","NA","NA","NA","NA","NA","NA","NA","78.8707317073171","NA","NA","NA","NA","NA","NA"
St. Martin (French part),"2012","NA","NA","NA","NA","NA","NA","NA","NA","NA","79.0219512195122","NA","NA","NA","NA","NA","NA"
St. Martin (French part),"2013","NA","NA","NA","NA","NA","NA","NA","NA","NA","79.1707317073171","NA","NA","NA","NA","NA","NA"
St. Martin (French part),"2014","NA","NA","NA","NA","NA","NA","NA","NA","NA","79.3219512195122","NA","NA","NA","NA","NA","NA"
St. Vincent and the Grenadines,"2005","NA","NA","12.8205128205128","NA","3.5","NA","NA","76.1","95.1","71.2289024390244","NA","NA","NA","NA","13.8","NA"
St. Vincent and the Grenadines,"2006","NA","NA","12.8205128205128","NA","3.5","NA","NA","76.1","95.1","71.4602195121951","NA","NA","NA","NA","13.7","NA"
St. Vincent and the Grenadines,"2007","NA","NA","12.8205128205128","NA","3.5","NA","NA","76.1","95.1","71.6994146341464","NA","NA","NA","NA","13.6","NA"
St. Vincent and the Grenadines,"2008","NA","NA","12.8205128205128","NA","3.5","NA","NA","NA","95.1","71.9317317073171","NA","NA","NA","NA","13.5","NA"
St. Vincent and the Grenadines,"2009","NA","NA","12.8205128205128","NA","3.5","NA","NA","NA","95.1","72.1500731707317","NA","NA","NA","NA","13.3","NA"
St. Vincent and the Grenadines,"2010","NA","NA","12.8205128205128","NA","3.5","NA","NA","NA","95.1","72.3463902439024","NA","NA","NA","NA","13.1","NA"
St. Vincent and the Grenadines,"2011","NA","NA","12.8205128205128","NA","3.5","NA","NA","NA","95.1","72.518756097561","NA","NA","NA","NA","12.8","NA"
St. Vincent and the Grenadines,"2012","NA","NA","12.8205128205128","NA","3.5","NA","NA","NA","95.1","72.6718536585366","NA","NA","NA","NA","12.5","NA"
St. Vincent and the Grenadines,"2013","NA","NA","12.8205128205128","NA","3.5","NA","NA","NA","95.1","72.8108780487805","NA","NA","NA","NA","12.2","NA"
St. Vincent and the Grenadines,"2014","NA","8.5","NA","NA","3.5","NA","NA","NA","95.1","72.9368536585366","NA","NA","NA","NA","11.8","24.2"
Sudan,"2005","1.18991273480254","NA","7.89141414141414","NA","2.5","NA","NA","24","58.5","59.8408292682927","NA","NA","NA","NA","33.2","NA"
Sudan,"2006","1.07311121401219","NA","7.89141414141414","90.1","2.5","31.3","NA","23.7","57.7","60.262243902439","NA","NA","NA","NA","32.9","NA"
Sudan,"2007","0.857153314057754","NA","8.10058922558923","NA","2.5","NA","NA","23.4","57","60.7008780487805","NA","NA","NA","NA","32.8","NA"
Sudan,"2008","1.15071178802909","NA","8.13173400673401","NA","2","NA","NA","23.1","56.3","61.1506097560976","NA","NA","NA","NA","32.6","NA"
Sudan,"2009","1.04790089368983","NA","7.91077441077441","NA","2","NA","NA","22.8","55.6","61.6023902439024","NA","NA","NA","NA","32.4","NA"
Sudan,"2010","NA","NA","7.93686868686869","55.8","2","22","NA","22.5","54.9","62.0425853658537","NA","NA","NA","NA","32.2","NA"
Sudan,"2011","1.36365142051624","NA","7.17845117845118","NA","2","NA","NA","23.5","55.4","62.4555365853659","NA","NA","NA","NA","31.8","NA"
Sudan,"2012","NA","673.25","8.85732323232323","NA","2","NA","NA","23.5","55.5","62.8321951219512","NA","NA","NA","NA","31.4","NA"
Sudan,"2013","NA","NA","7.24747474747475","NA","2","NA","NA","23.6","55.5","63.1670487804878","NA","NA","NA","NA","30.9","NA"
Sudan,"2014","NA","673.25","NA","48.3","2","NA","NA","23.6","55.5","63.4585365853658","NA","NA","NA","NA","30.4","77.1"
Suriname,"2005","NA","NA","0.314102564102564","NA","NA","NA","NA","80.3","91.7","68.846","NA","NA","NA","NA","15.9","NA"
Suriname,"2006","NA","NA","0.314102564102564","74","NA","43.6","NA","80.2","92.1","69.1567317073171","NA","NA","NA","NA","15.4","NA"
Suriname,"2007","NA","0.622121212121212","0.294871794871795","NA","NA","NA","NA","80","92.6","69.4790731707317","NA","NA","NA","NA","14.9","NA"
Suriname,"2008","NA","NA","0.301282051282051","NA","NA","NA","NA","79.9","93","69.795","NA","NA","NA","NA","14.4","NA"
Suriname,"2009","NA","NA","0.371794871794872","NA","NA","NA","NA","79.7","93.5","70.0929024390244","NA","NA","NA","NA","13.9","NA"
Suriname,"2010","NA","NA","0.352564102564103","75.8","NA","42.4","NA","79.6","93.9","70.3627317073171","NA","NA","NA","NA","13.5","NA"
Suriname,"2011","NA","NA","0.371794871794872","NA","NA","NA","NA","79.4","94.4","70.5993902439024","NA","NA","NA","NA","13","NA"
Suriname,"2012","NA","NA","0.333333333333333","NA","NA","NA","NA","79.3","94.8","70.8063170731707","NA","NA","NA","NA","12.6","NA"
Suriname,"2013","NA","NA","0.384615384615385","NA","NA","NA","NA","79.2","94.8","70.99","NA","NA","NA","NA","12.2","NA"
Suriname,"2014","NA","0.622121212121212","NA","NA","NA","NA","NA","79.2","94.8","71.1514390243903","NA","NA","NA","NA","11.8","20.1"
Swaziland,"2005","NA","NA","10.3488372093023","NA","NA","NA","NA","54.1","61.1","45.8600731707317","NA","NA","NA","NA","17.8","NA"
Swaziland,"2006","NA","NA","10.3488372093023","NA","NA","NA","NA","54.6","62.9","46.2413658536585","NA","NA","NA","NA","17.4","NA"
Swaziland,"2007","NA","NA","10.3488372093023","71.6","NA","85.5","NA","55.1","64.8","46.7723902439024","NA","NA","NA","NA","17.1","NA"
Swaziland,"2008","NA","NA","10.3488372093023","NA","NA","NA","NA","55.6","66.6","47.3458292682927","NA","NA","NA","NA","16.9","NA"
Swaziland,"2009","NA","NA","10.1744186046512","NA","NA","NA","NA","56","68.5","47.892756097561","NA","NA","NA","NA","16.8","NA"
Swaziland,"2010","NA","NA","10.1744186046512","57.6","NA","57","NA","56.5","70.4","48.345756097561","NA","NA","NA","NA","16.6","NA"
Swaziland,"2011","NA","NA","10.1744186046512","NA","NA","NA","NA","57","72.3","48.6613902439024","NA","NA","NA","NA","16.3","NA"
Swaziland,"2012","NA","NA","10.1744186046512","NA","NA","NA","NA","57.5","74.2","48.8506341463415","NA","NA","NA","NA","15.7","NA"
Swaziland,"2013","NA","NA","10.1744186046512","NA","NA","NA","NA","57.5","74.1","48.9379268292683","NA","NA","NA","NA","15.1","NA"
