Country Name,Time,"2016 Jul - Female legislators, senior officials and managers (% of total)",2016 Jul - Firms with female top manager (% of firms),2016 Jul - Firms with female participation in ownership (% of firms),"2016 Jul - Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","2016 Jul - Labor force, female (% of total labor force)","2016 Jul - Labor force with tertiary education, female (% of female labor force)","2016 Jul - Labor force with secondary education, female (% of female labor force)","2016 Jul - Long-term unemployment, female (% of female unemployment)","2016 Jul - Part time employment, female (% of total female employment)","2016 Jul - Part time employment, female (% of total part time employment)",2016 Jul - Ratio of female to male labor force participation rate (%) (modeled ILO estimate),"2016 Jul - Vulnerable employment, female (% of female employment)","2016 Jul - Wage and salaried workers, female (% of females employed)",2016 Jul - Proportion of seats held by women in national parliaments (%)
Latvia,2011,44.96919769,,,53.29999924,50.03289739,37.90000153,55,48.5,10.89999962,61.40000153,81.12633442,6.699999809,90.90000153,23
Latvia,2012,,,,54.5,49.94292428,39.59999847,53.79999924,50.40000153,11.60000038,63,81.22205848,6.400000095,91,23
Latvia,2013,,31.5,36.3,54.90000153,49.94646353,41.40000153,52.59999847,44.5,10,63,81.21302184,6.400000095,90.59999847,23
Latvia,2014,,,,55.20000076,49.94274491,41.29999924,53.09999847,40.70000076,9.600000381,65.40000153,81.17647171,6.400000095,91.19999695,18
Latvia,2015,,,,,,,,,,,,,,18
Lithuania,1990,,,,59.40000153,48.05160172,,,,,,79.83871009,,,
Lithuania,1991,,,,58.70000076,47.94182659,,,,,,79.32432536,,,
Lithuania,1992,,,,57.90000153,47.76131437,,,,,,78.66848197,,,
Lithuania,1993,,,,57.09999847,47.66113014,,,,,,78.11217465,,,
Lithuania,1994,,,,56.29999924,47.56316901,,,,,,77.54820995,,,
Lithuania,1995,,,,55.5,47.46306943,,,,,,77.08333333,,,
Lithuania,1996,,,,54.59999847,47.34672928,45.79999924,33.40000153,,,,76.6853944,,,
Lithuania,1997,35.83381268,,,53.70000076,47.30564527,49.09999847,36.20000076,,,,76.27840852,,,17.5
Lithuania,1998,35.54060754,,,53.40000153,47.56158237,49.70000076,38.90000153,,9.699999809,55,76.6140658,14.5,83.19999695,17.5
Lithuania,1999,37.475027,,,55.09999847,48.88580343,49.90000153,39.40000153,,,,80.79179023,15.80000019,82.69999695,17.5
Lithuania,2000,42.67832792,,,54.79999924,49.4706728,48.70000076,41.09999847,47.70000076,10.19999981,56.90000153,82.53011744,15.60000038,83.30000305,10.6
Lithuania,2001,46.37838048,,,53.29999924,49.21892176,29.89999962,60.40000153,54.5,10,58.20000076,81.6232722,14.5,84.09999847,10.6
Lithuania,2002,47.02272494,,,52.29999924,48.82079056,29.29999924,61.90000153,53.09999847,11,55.20000076,80.0918787,16.39999962,82.19999695,10.6
Lithuania,2003,40.80755386,,,55.20000076,49.67440227,28.5,62.29999924,48.90000153,11.10000038,61,82.88288593,16.60000038,82.09999847,10.6
Lithuania,2004,45.37342445,,33.3,51.79999924,48.90904383,31.70000076,60.70000076,52.5,10.39999962,59.09999847,80.31007634,14.5,84.30000305,22
Lithuania,2005,43.16764427,,26.1,51,49.044463,34.59999847,58.59999847,54.29999924,9.199999809,62.59999847,80.56872135,13.60000038,85.19999695,22
Lithuania,2006,40.49033662,,,50.90000153,49.44028927,35.40000153,58,46,12.5,59.90000153,81.83279888,13.5,85.09999847,24.8
Lithuania,2007,38.12158555,,,51.29999924,49.45775872,37.59999847,56.20000076,29.89999962,10.60000038,58,81.42857022,10.60000038,88.30000305,22.7
Lithuania,2008,40.17581805,,,51.79999924,49.57713198,40.09999847,54.90000153,25.79999924,8.600000381,63.29999924,81.44654163,7.900000095,91.09999847,17.7
Lithuania,2009,39.23702592,15.1,38.7,53.59999847,50.31341829,40.09999847,54.59999847,27,9.399999619,60.09999847,83.88105977,8.100000381,90.69999695,19.1
Lithuania,2010,41.07902843,,,54.29999924,50.59235676,43.09999847,52.40000153,40.29999924,9.300000191,60.5,84.57944208,7.599999905,91.19999695,19.1
Lithuania,2011,38.4984041,,,55,50.32804723,44.09999847,51.70000076,51.70000076,10.39999962,61.5,83.45978562,7.400000095,91.19999695,19.1
Lithuania,2012,,,,55.79999924,50.48028928,45.20000076,50.90000153,49.59999847,11.19999981,61.79999924,84.1628909,7.699999809,91.09999847,24.5
Lithuania,2013,,21,35.8,55.79999924,50.15144763,46.40000153,49.90000153,43.90000153,10.80000019,61.70000076,82.91232794,8.399999619,90.30000305,24.1
Lithuania,2014,,,,56,50.08827953,46.90000153,49.09999847,45.20000076,11.10000038,62.40000153,82.7178767,8.899999619,89.80000305,24.1
Lithuania,2015,,,,,,,,,,,,,,23.4
Liechtenstein,1990,,,,,,,,,,,,,,4
Liechtenstein,1991,,,,,,,,,,,,,,
Liechtenstein,1992,,,,,,,,,,,,,,
Liechtenstein,1993,,,,,,,,,,,,,,
Liechtenstein,1994,,,,,,,,,,,,,,
Liechtenstein,1995,,,,,,,,,,,,,,
Liechtenstein,1996,,,,,,,,,,,,,,
Liechtenstein,1997,,,,,,,,,,,,,,4
Liechtenstein,1998,,,,,,,,,,,,,,4
Liechtenstein,1999,,,,,,,,,,,,,,4
Liechtenstein,2000,,,,,,,,,,,,,,4
Liechtenstein,2001,,,,,,,,,,,,,,12
Liechtenstein,2002,,,,,,,,,,,,,,12
Liechtenstein,2003,,,,,,,,,,,,,,12
Liechtenstein,2004,,,,,,,,,,,,,,12
Liechtenstein,2005,,,,,,,,,,,,,,24
Liechtenstein,2006,,,,,,,,,,,,,,24
Liechtenstein,2007,,,,,,,,,,,,,,24
Liechtenstein,2008,,,,,,,,,,,,,,24
Liechtenstein,2009,,,,,,,,,,,,,,24
Liechtenstein,2010,,,,,,,,,,,,,,24
Liechtenstein,2011,,,,,,,,,,,,,,24
Liechtenstein,2012,,,,,,,,,,,,,,24
Liechtenstein,2013,,,,,,,,,,,,,,20
Liechtenstein,2014,,,,,,,,,,,,,,20
Liechtenstein,2015,,,,,,,,,,,,,,20
Luxembourg,1990,,,,34.20000076,34.7679346,,,21.39999962,19.10000038,86.59999847,50.07320532,9.199999809,89.40000153,13.3
Luxembourg,1991,,,,35.90000153,35.61214697,,,15.39999962,22.20000076,89.90000153,52.10450034,8.800000191,89.09999847,
Luxembourg,1992,40.38076131,,,38.09999847,37.19687169,11.5,25.29999924,18.79999924,22,85.80000305,55.8651029,7.800000191,89.90000153,
Luxembourg,1993,29.1139231,,,37,36.45634461,21.5,24.39999962,36.79999924,23.79999924,87.40000153,54.17276478,7.800000191,89.5,
Luxembourg,1994,28.36595212,,,37.70000076,37.20590291,24.10000038,26.79999924,24.29999924,25.70000076,88.59999847,55.93471797,8.699999809,88.69999695,
Luxembourg,1995,24.29740868,,,35.29999924,36.06718719,17.20000076,27.79999924,20.60000038,28.39999962,89,53.32326415,6.5,89.59999847,
Luxembourg,1996,24.2814965,,,36.40000153,36.73382561,19.29999924,30.29999924,25.29999924,24.79999924,86.69999695,54.9848991,4.099999905,92.09999847,
Luxembourg,1997,28.95138392,,,37.5,37.67054068,22,27.89999962,36.09999847,26.20000076,88.80000305,57.2519084,4.599999905,92,20
Luxembourg,1998,20.95422414,,,37.79999924,37.79540918,,,26.29999924,29.20000076,86.69999695,57.6219514,4.300000191,92.90000153,20
Luxembourg,1999,29.82616559,,,39.79999924,39.15947814,19.39999962,45.09999847,27.20000076,28.39999962,91.30000305,61.04294647,4.400000095,91.5,16.7
Luxembourg,2000,26.91531188,,,41.40000153,39.72348132,20.29999924,43.20000076,18.79999924,28.39999962,90,62.72727504,3.5,92.59999847,16.7
Luxembourg,2001,30.14859895,,,41.09999847,39.86772137,19.39999962,42.29999924,23.70000076,30.10000038,90.69999695,63.13363969,3.5,94.09999847,16.7
Luxembourg,2002,22.07745765,,,42.29999924,40.25959351,19.39999962,43.40000153,26.5,27.70000076,89.80000305,64.18816124,3,94.59999847,16.7
Luxembourg,2003,28.81713707,,,42.40000153,40.87896846,15,58.59999847,18,30.20000076,92.19999695,65.83851013,6.199999809,92.90000153,16.7
Luxembourg,2004,26.70220877,,,44.29999924,41.98250004,25.10000038,56,20.10000038,29.60000038,91.90000153,68.89579648,5.099999905,93.19999695,23.3
Luxembourg,2005,23.77235572,,,45.40000153,42.36535606,29.89999962,45.29999924,20.5,29.5,93.19999695,70.17002112,5.400000095,93,23.3
Luxembourg,2006,26.76011351,,,46.79999924,43.1531152,27.60000038,50.20000076,26,25.79999924,93.09999847,72.78382118,5,93.5,23.3
Luxembourg,2007,21.16986715,,,47,43.50900872,30.5,46.90000153,22.29999924,25.79999924,93.90000153,73.89937284,4.300000191,94,23.3
Luxembourg,2008,27.52259164,,,47.09999847,43.44388286,31,47.59999847,35.20000076,27.10000038,92.59999847,74.05660315,5.099999905,93.59999847,23.3
Luxembourg,2009,19.0967748,,,48.90000153,43.28723024,37,46.79999924,26.10000038,30,81.19999695,73.8670752,5.5,93.19999695,20
Luxembourg,2010,24.69592295,,,48.79999924,43.4082142,35.5,45.70000076,26.5,29.20000076,83.69999695,74.6177341,5,93,20
Luxembourg,2011,24.21052581,,,49.29999924,43.87559986,39.59999847,43.70000076,25.39999962,29.20000076,82.19999695,76.55279203,5.699999809,92.59999847,25
Luxembourg,2012,,,,50.70000076,44.28613645,39.90000153,44.09999847,31.79999924,27.20000076,80.5,78.12018424,6.199999809,91.69999695,21.7
Luxembourg,2013,,,,50.70000076,44.2395321,43.59999847,42.29999924,30.39999962,26.79999924,80.30000305,78.48297517,6.199999809,91.69999695,23.3
Luxembourg,2014,,,,50.59999847,44.1967255,47.5,34.29999924,28.20000076,26.70000076,80.09999847,78.69361753,6.099999905,92.59999847,28.3
Luxembourg,2015,,,,,,,,,,,,,,28.3
Mexico,1990,,,,34.29999924,29.79998488,,,,18.79999924,55.29999924,40.88200073,,79.59999847,12
Mexico,1991,15.32179046,,,34.09999847,29.64091879,,,,19.89999962,54.40000153,40.35502778,,62.20000076,
Mexico,1992,,,,35,30.12977924,,,,20.29999924,56.90000153,41.22496981,,60.70000076,
Mexico,1993,19.67213129,,,36.09999847,30.77839724,,,,22.70000076,56.09999847,42.32121592,,59,
Mexico,1994,,,,36.70000076,31.45796218,,,,,,43.5349934,,57.40000153,
Mexico,1995,19.10489596,,,37.90000153,32.54706497,18.70000076,32.59999847,1.5,32.20000076,61.29999924,45.71773321,,59.5,
Mexico,1996,22.70370295,,,37.90000153,32.53930409,14.69999981,21.39999962,2.099999905,29,62.29999924,45.60770424,,61.09999847,
Mexico,1997,20.4177822,,,39.90000153,33.46092239,14.30000019,21.60000038,1.700000048,30.20000076,64,47.61336524,,58.70000076,14.2
Mexico,1998,20.79921783,,,39.59999847,33.31283953,14.80000019,21.29999924,0.300000012,29,63.79999924,47.25536639,,61.59999847,17.4
Mexico,1999,22.80627858,,,38.79999924,33.07030633,23.39999962,30.89999962,0.300000012,27.29999924,65.40000153,46.69073399,,62.20000076,18.2
Mexico,2000,23.60380458,,,39.09999847,33.43067841,25.60000038,31.29999924,1.5,26,65.09999847,47.45145358,,64.80000305,16
Mexico,2001,25.21967398,,,38.40000153,33.15972934,17.20000076,20.39999962,0.800000012,26.10000038,63.79999924,46.88644788,,64.40000153,16
Mexico,2002,23.64679031,,,39.09999847,33.6964726,38.29999924,20.5,0.400000006,26,65.59999847,47.97545825,,63.40000153,16
Mexico,2003,23.73397566,,,38.59999847,33.59456202,38.29999924,21.60000038,0.5,26.10000038,65.69999695,47.71322342,,63.29999924,22.6
Mexico,2004,24.62218797,,,40.79999924,34.66750735,19.70000076,20,1,28.20000076,65.09999847,50.18449902,,62.90000153,22.6
Mexico,2005,28.39991364,,,41.09999847,34.9704942,17.70000076,21.89999962,2.299999952,27.79999924,61,50.86633282,,64.69999695,24.2
Mexico,2006,27.31723564,,24.8,42.20000076,35.35945973,18.29999924,22.79999924,2,27.60000038,60.59999847,51.77914204,,65.40000153,22.6
Mexico,2007,31.05936398,,,42.90000153,35.81435453,19.10000038,22.89999962,2,27.89999962,60.09999847,52.83251618,,65.30000305,23.2
Mexico,2008,30.72134852,,,43.5,36.12506417,19.20000076,23,1.600000024,27.39999962,59.20000076,53.6374856,,65.30000305,23.2
Mexico,2009,,,,42.79999924,36.18356256,,,1.899999976,27.60000038,58.20000076,53.70138127,,65.59999847,27.6
Mexico,2010,,14.6,25.7,43.79999924,36.41341079,,,1.700000048,28.70000076,57.70000076,54.40993694,,64.5,26.2
Mexico,2011,,,,43.20000076,36.38307153,29.20000076,41.40000153,1.5,27.5,57.09999847,54.40806037,,65.30000305,26.2
Mexico,2012,,,,45,37.09188371,,,2,28.5,56.79999924,56.25,,64.90000153,36.8
Mexico,2013,,,,45.09999847,37.16783365,,,1.399999976,28.10000038,57.59999847,56.44555396,,66.19999695,36.8
Mexico,2014,,,,45.09999847,37.16218343,,,1,27.70000076,56.79999924,56.44555396,,,37.4
Mexico,2015,,,,,,,,,,,,,,42.4
Netherlands,1990,,,,43,38.91723082,,,44.29999924,59.20000076,71,61.25356392,11.80000019,86.59999847,21.3
Netherlands,1991,,,,43.79999924,39.28766318,,,39.20000076,59.70000076,70.69999695,62.30440588,10,88.40000153,
Netherlands,1992,17.7428071,,,45.09999847,40.16336899,,,40.09999847,63.79999924,73,64.705883,8.699999809,90,
Netherlands,1993,17.09975856,,,45.59999847,40.45848744,,,46.40000153,64.5,73.80000305,65.42324314,8.800000191,89.80000305,
Netherlands,1994,20.15169375,,,46.70000076,40.92726999,,,44.20000076,66,73.80000305,66.7142868,9.300000191,89,
Netherlands,1995,20.8728409,,,47.40000153,41.25065004,,,38.79999924,67.30000305,73.5,67.71428789,9.399999619,88.69999695,
Netherlands,1996,21.45469427,,,48.40000153,41.6918077,22.70000076,45.20000076,42.70000076,68.30000305,73.90000153,69.04422622,8.399999619,89.69999695,
Netherlands,1997,21.06760383,,,49.79999924,42.04417955,24.20000076,44.5,44.79999924,67.59999847,73.80000305,69.84571824,8.399999619,89.59999847,31.3
Netherlands,1998,23.80154989,,,50.70000076,42.24446513,21.5,46.79999924,40.29999924,67.59999847,72.90000153,70.51460318,7.699999809,90.40000153,36
Netherlands,1999,23.599393,,,52.20000076,42.93309033,22.70000076,46,35.20000076,68.30000305,74,72.60083401,7.599999905,90.19999695,36
Netherlands,2000,25.32952116,,,53.29999924,43.14129366,23.5,45.79999924,,70.59999847,73.30000305,73.11385202,7.699999809,90.19999695,36
Netherlands,2001,26.17827491,,,54.29999924,43.46674238,23.29999924,45.90000153,,71.30000305,73.30000305,74.07912275,8,90.19999695,36
Netherlands,2002,25.34897648,,,55,43.54804509,23.79999924,45.70000076,19.89999962,72.80000305,72.40000153,74.52574218,7.599999905,90.5,34
Netherlands,2003,25.66941448,,,55.79999924,44.18100291,26.20000076,44.59999847,27.29999924,74.19999695,72.80000305,76.33378988,6.900000095,91.40000153,36.7
Netherlands,2004,25.40012678,,,56.20000076,44.35739791,28.29999924,43.29999924,32.09999847,74.80000305,72.69999695,76.98630241,7.599999905,90.40000153,36.7
Netherlands,2005,25.53294017,,,56.79999924,44.82628696,29.5,43.5,36.5,75.09999847,73,78.34482653,7.800000191,90.30000305,36.7
Netherlands,2006,26.66138039,,,57.29999924,45.00550337,29.89999962,44.09999847,39.59999847,74.69999695,72.69999695,78.81705866,7.900000095,90.09999847,36.7
Netherlands,2007,27.99011224,,,58.5,45.31052792,30.10000038,44.29999924,36.29999924,75,72.59999847,80.02736145,8.100000381,90,39.3
Netherlands,2008,28.07859412,,,59.29999924,45.57207555,31.29999924,43.20000076,31.20000076,75.30000305,72.69999695,80.79018802,8.300000191,89.90000153,41.3
Netherlands,2009,28.48466709,,,59.70000076,45.79543414,31.89999962,43,25.60000038,75.80000305,72.19999695,81.55738149,8.600000381,89.5,42
Netherlands,2010,28.60409725,,,58.20000076,45.80124088,31.5,43.29999924,27,76.40000153,72,81.62692605,9.5,88.5,40.7
Netherlands,2011,29.58183641,,,58.20000076,45.99225283,32,42.59999847,31,76.59999847,72.30000305,82.55319257,9.5,88.5,40.7
Netherlands,2012,,,,58.70000076,46.074406,32.79999924,42.59999847,32.09999847,77,71.69999695,82.79266502,9.699999809,88.30000305,38.7
Netherlands,2013,,,,58.5,46.10349148,33.70000076,42.5,34.59999847,77.09999847,70.69999695,82.86119159,10.30000019,87.69999695,38.7
Netherlands,2014,,,,58.29999924,46.06147329,35.20000076,42.40000153,38.90000153,76.80000305,70.19999695,83.04843557,10.69999981,87.19999695,38.7
Netherlands,2015,,,,,,,,,,,,,,37.3
New Zealand,1990,,,,53.59999847,43.19831397,,,14.39999962,34.40000153,77.40000153,72.13996807,,86.40000153,14.4
New Zealand,1991,,,,53.59999847,43.41703111,,,17.39999962,34.70000076,75,72.72727367,,85.59999847,
New Zealand,1992,31.48441496,,,53.40000153,43.53048416,,,23.39999962,34.79999924,74.40000153,73.05061921,,85.09999847,
New Zealand,1993,30.25086034,,,53.29999924,43.51231901,,,23.89999962,34.79999924,75,73.01369759,,84.90000153,
New Zealand,1994,33.80352568,,,54.40000153,43.84970211,,,23.79999924,35.59999847,75.90000153,74.01360752,,84.59999847,
New Zealand,1995,34.17721472,,,55.20000076,44.08641364,,,17.79999924,34.90000153,74.59999847,74.695534,,84.5,
New Zealand,1996,34.25414106,,,56.5,44.60226893,,,15.39999962,36.40000153,75.09999847,76.14555569,,84.90000153,
New Zealand,1997,34.70824896,,,56.29999924,44.6211418,48.59999847,13.5,14.5,36.5,74.40000153,76.18402987,,86,29.2
New Zealand,1998,36.62591762,,,56.20000076,44.86317328,,,14,37.09999847,74.40000153,76.77596053,,85.90000153,29.2
New Zealand,1999,37.52310501,,,56.59999847,45.15964914,35.79999924,40.59999847,16.20000076,36.5,73.59999847,77.4281801,,85.19999695,29.2
New Zealand,2000,38.17712843,,,56.79999924,45.22368027,36.40000153,40.40000153,13.19999981,35.09999847,73.19999695,77.48976381,,85.19999695,30.8
New Zealand,2001,38.56850841,,,57.70000076,45.46775557,31.20000076,46.29999924,11.89999962,35.40000153,73.5,78.29037063,,86.09999847,30.8
New Zealand,2002,38.61839445,,,58.5,45.63191302,31.20000076,46.20000076,10.30000019,35.5,72.80000305,78.62903065,,86.80000305,29.2
New Zealand,2003,36.43858174,,,58.79999924,46.0221688,,,10.10000038,35.09999847,73.69999695,79.89130497,,86.90000153,28.3
New Zealand,2004,36.30390206,,,59.20000076,45.99216066,27,51.79999924,8.199999809,35,73.80000305,79.67698295,,86.40000153,28.3
New Zealand,2005,36.49921463,,,60.29999924,46.28034373,28.70000076,52.5,5.599999905,34.90000153,75.09999847,80.61496895,,86.69999695,32.2
New Zealand,2006,39.88139486,,,60.79999924,46.22206117,40.09999847,38.09999847,4.900000095,33.70000076,74.69999695,80.63660213,,87.59999847,32.2
New Zealand,2007,39.97174861,,,61.29999924,46.42148878,42.59999847,36.59999847,4.599999905,33.70000076,73.19999695,81.19205197,,87.30000305,33.1
New Zealand,2008,39.9531921,,,61.59999847,46.60371684,41.20000076,37,2.900000095,33.5,72.90000153,82.1333313,,87.40000153,33.6
New Zealand,2009,,,,61.59999847,46.70974103,,,5.699999809,33.5,72.19999695,82.79569518,,88.19999695,33.6
New Zealand,2010,,,,61.5,46.76192254,,,8.199999809,32.70000076,72.5,82.88410044,,88,33.6
New Zealand,2011,,,,61.90000153,46.89419444,,,7,33.20000076,73.40000153,83.19892508,,87.5,32.2
New Zealand,2012,,,,62.09999847,47.23744109,,,11.30000019,33.59999847,74,84.03247252,,87.59999847,32.2
New Zealand,2013,,,,62,47.2201774,,,9.5,32.20000076,73.19999695,84.01083663,,88.40000153,32.2
New Zealand,2014,,,,61.90000153,47.26514376,,,11.10000038,31.60000038,72,83.87533735,,,29.8
New Zealand,2015,,,,,,,,,,,,,,31.4
Norway,1990,,,,55.20000076,44.61831853,,,22.5,39.20000076,82.69999695,77.4193526,,92.5,35.8
Norway,1991,,,,55.09999847,45.25752852,,,22.10000038,39.09999847,82.09999847,79.50937381,,93.19999695,
Norway,1992,,,,54.70000076,45.15329997,,,24,38.70000076,81,79.04624736,,93.40000153,
Norway,1993,,,,54.79999924,45.46387616,,,30.20000076,38.5,80.80000305,79.99999889,,93.30000305,
Norway,1994,,,,55.20000076,45.50493234,,,29.79999924,37.59999847,80.59999847,80.11610964,,93.59999847,
Norway,1995,,,,56.09999847,45.73051263,,,15.30000019,37.40000153,80.69999695,80.83573089,4.300000191,93.40000153,
Norway,1996,25.92602098,,,57.59999847,45.84643137,28.10000038,54.29999924,11.69999981,37.40000153,79.69999695,81.35592654,4.699999809,94.19999695,
Norway,1997,26.84887569,,,58.79999924,45.9273902,29,55.59999847,10.19999981,36.29999924,80.09999847,81.66666561,4.099999905,94.80000305,36.4
Norway,1998,25.85032228,,,59.70000076,46.04834539,30.29999924,54.40000153,6.699999809,35.70000076,79.59999847,82.11829886,4.400000095,94.59999847,36.4
Norway,1999,27.84132274,,,60,46.33279554,31.79999924,53.20000076,5.900000095,35,78.80000305,83.10249659,3.900000095,95,36.4
Norway,2000,24.98644459,,,60.20000076,46.40290406,33.40000153,52.5,3.200000048,33.40000153,77,83.37950597,3.799999952,95.09999847,36.4
Norway,2001,25.23477427,,,60.40000153,46.61422945,34.29999924,52.5,3.799999952,32.70000076,76,84.12256122,4.099999905,94.59999847,35.8
Norway,2002,27.53282825,,,60.90000153,46.84756,35.09999847,50.40000153,3.799999952,33.40000153,76.19999695,84.93724424,3.400000095,95.40000153,36.4
Norway,2003,28.43317641,,,60.5,47.0223542,33.20000076,54,5.400000095,33.40000153,75.19999695,85.45197372,3.5,95.19999695,36.4
Norway,2004,29.19013711,,,60.40000153,46.98924557,34.29999924,53.79999924,6.800000191,33.20000076,74.09999847,85.55241194,3.299999952,95.59999847,38.2
Norway,2005,30.40985191,,,60.29999924,46.93943162,36.09999847,52.79999924,8.199999809,32.70000076,74.59999847,85.53191381,3.5,95.40000153,37.9
Norway,2006,33.14583112,,,60.40000153,46.86722049,36.5,41.59999847,11.10000038,32.90000153,73.5,85.79545485,3.700000048,95.09999847,37.9
Norway,2007,31.58758943,,,61.59999847,47.13141564,37.70000076,40.59999847,6.800000191,31.5,72.90000153,87.00564381,3.400000095,95.40000153,36.1
Norway,2008,31.53705327,,,62.79999924,47.23493794,38.5,40.40000153,5.800000191,30.70000076,71.69999695,87.46517628,3.200000048,95.5,36.1
Norway,2009,34.05005994,,,62.20000076,47.31197678,39.20000076,39.79999924,7.699999809,30.29999924,70.80000305,88.22695144,3.700000048,95.09999847,39.6
Norway,2010,34.37892919,,,61.40000153,47.02151642,40.20000076,39.70000076,7.300000191,29.70000076,70.30000305,87.71428789,3.299999952,95.59999847,39.6
Norway,2011,31.45795465,,,61.5,47.20757526,41.59999847,39,8.699999809,29.89999962,71.09999847,88.61671275,3,96,39.6
Norway,2012,,,,61.5,47.02646759,43,37.90000153,6.900000095,28.89999962,69.40000153,88.48920863,3.099999905,95.90000153,39.6
Norway,2013,,,,61.20000076,47.12582989,44.09999847,38,6.900000095,28.60000038,69.40000153,89.0829745,3.400000095,95.59999847,39.6
Norway,2014,,,,61.20000076,47.11038085,46.59999847,37.09999847,11,27.5,69.80000305,89.34306681,3.599999905,95.59999847,39.6
Norway,2015,,,,,,,,,,,,,,39.6
Poland,1990,,,,55.20000076,45.54527455,,,,,,76.56033555,,,13.5
Poland,1991,,,,54.40000153,45.62018995,,,,,,76.72778611,,,
Poland,1992,,,,53.59999847,45.62295673,,,36,,,76.7908254,,71,
Poland,1993,,,,53.09999847,45.65523103,,,41.59999847,,,76.84515144,,70.09999847,
Poland,1994,,,,52.40000153,45.88798645,16.29999924,60.79999924,43.79999924,,,77.51479691,,70.80000305,
Poland,1995,34.65783664,,,51.09999847,45.66236671,16.89999962,61.5,43.70000076,,,76.84210297,,72.30000305,
Poland,1996,34.01727862,,,50.5,45.6562712,16.60000038,61.90000153,42.5,,,76.86453934,,72.5,
Poland,1997,32.74306421,,,49.79999924,45.46917613,17,63,41.90000153,15.19999981,61.09999847,76.26339496,24.29999924,73.19999695,13
Poland,1998,33.69681114,,,49.5,45.48133977,12.89999962,68.69999695,41.79999924,15.39999962,62.20000076,76.50695879,22.70000076,74.59999847,13
Poland,1999,32.56921224,,,48.70000076,45.59911618,13.60000038,69.59999847,38.29999924,17.60000038,61.20000076,76.9352312,21.39999962,75.90000153,13
Poland,2000,32.53751699,,,49.20000076,45.79586447,14.39999962,70,41.29999924,17.89999962,61.70000076,77.48031616,22.29999924,75,13
Poland,2001,29.78599397,,,49.09999847,45.76459854,15,69.5,46.20000076,16.60000038,64.69999695,77.68987007,23.29999924,74.19999695,20.2
Poland,2002,31.08297522,,,48.20000076,45.7322102,16.29999924,69.5,52,16.70000076,65,77.36757842,22.89999962,74.59999847,20.2
Poland,2003,33.29919939,,,47.90000153,45.69201218,18.5,68.5,50.79999924,16.79999924,66.19999695,77.25806698,21.10000038,76.30000305,20.2
Poland,2004,32.75469485,,,47.59999847,45.48771429,20.60000038,67.19999695,49,17.5,65.69999695,76.65056303,21,76.19999695,20.2
Poland,2005,32.79730311,,30.7,47.5,45.22670924,23.20000076,66,53.09999847,17.39999962,66.5,76,20.29999924,76.90000153,20.4
Poland,2006,35.34620217,,,46.59999847,44.86247943,25.29999924,65.19999695,52,16.29999924,67,74.91961078,19,78.19999695,20.4
Poland,2007,36.22095854,,,46.40000153,44.84034713,26.89999962,64.09999847,46,15,67,74.59807228,18.10000038,79.09999847,20.4
Poland,2008,36.13127021,,,46.70000076,44.64049738,28.39999962,63.40000153,30.79999924,14.10000038,68.09999847,74.12698534,17.70000076,79.59999847,20.2
Poland,2009,35.48126527,31.1,47.9,47.40000153,44.74269807,30.89999962,61.5,27.29999924,13.10000038,68.40000153,74.29467413,17.39999962,79.90000153,20
Poland,2010,35.64324888,,,48.29999924,45.02863943,32.59999847,60.29999924,25.79999924,13.10000038,66.90000153,75.11663599,17.39999962,79.90000153,20
Poland,2011,38.40918293,,,48.5,45.06329559,34,59.09999847,32.5,12.5,66.90000153,75.07740115,16.89999962,80.19999695,23.7
Poland,2012,,,,48.90000153,45.11959446,35.70000076,58,35.59999847,12.19999981,67.59999847,75.46296176,16.29999924,80.80000305,23.7
Poland,2013,,20.6,40.3,48.90000153,45.12492516,37.40000153,57,37.20000076,11.80000019,67.90000153,75.34668779,15.60000038,81.59999847,23.7
Poland,2014,,,,48.90000153,45.13202592,39.09999847,55.70000076,36.20000076,10.69999981,67.09999847,75.34668779,15,82.30000305,24.3
Poland,2015,,,,,,,,,,,,,,27.4
Portugal,1990,,,,49,42.97400342,,,49.20000076,12.10000038,70.30000305,67.7731645,27.79999924,69.90000153,7.6
Portugal,1991,,,,50.59999847,43.76742131,,,41.70000076,13.89999962,70.80000305,70.08310334,29.5,67.90000153,
Portugal,1992,37.13979185,,,48.70000076,43.60488458,14,11.39999962,34.79999924,14.10000038,73,69.67095808,20.79999924,75.80000305,
Portugal,1993,32.40413982,,,49,44.07271066,13.60000038,12.10000038,39,14,72.59999847,71.11756011,21.29999924,75,
Portugal,1994,29.24358569,,,49.40000153,44.25461417,14.5,12.80000019,42.40000153,14.69999981,71.30000305,71.90684675,22.29999924,74.19999695,
Portugal,1995,30.39335158,,,49.29999924,44.5187187,15.39999962,12.60000038,51.20000076,14,75.30000305,72.71385991,21.89999962,74.5,
Portugal,1996,32.07118425,,,50,44.74461028,14.5,13.60000038,50.90000153,14.39999962,72.90000153,73.52941176,22.60000038,73.69999695,
Portugal,1997,32.82408255,,,51.09999847,45.09241682,14.30000019,13.69999981,55,15.69999981,72.59999847,74.59853792,23.39999962,72.90000153,13
Portugal,1998,31.78355672,,,51.59999847,44.90591259,11.30000019,11.60000038,44.79999924,15.60000038,70.90000153,74.13793047,23.20000076,72.19999695,13
