Country Name,Time,"2016 Jul - Female legislators, senior officials and managers (% of total)",2016 Jul - Firms with female top manager (% of firms),2016 Jul - Firms with female participation in ownership (% of firms),"2016 Jul - Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","2016 Jul - Labor force, female (% of total labor force)","2016 Jul - Labor force with tertiary education, female (% of female labor force)","2016 Jul - Labor force with secondary education, female (% of female labor force)","2016 Jul - Long-term unemployment, female (% of female unemployment)","2016 Jul - Part time employment, female (% of total female employment)","2016 Jul - Part time employment, female (% of total part time employment)",2016 Jul - Ratio of female to male labor force participation rate (%) (modeled ILO estimate),"2016 Jul - Vulnerable employment, female (% of female employment)","2016 Jul - Wage and salaried workers, female (% of females employed)",2016 Jul - Proportion of seats held by women in national parliaments (%)
Switzerland,1997,20.13426465,,,56.90000153,43.71490841,12.60000038,64.5,31.60000038,45.70000076,83.40000153,72.57653115,8,83.80000305,21
Switzerland,1998,21.39894127,,,58,44.22590695,12.80000019,60.59999847,30.39999962,45.79999924,83.40000153,73.9795904,7.699999809,84.40000153,21
Switzerland,1999,21.5274349,,,58.29999924,44.44748834,13.60000038,60.70000076,37.09999847,46.40000153,82.59999847,74.74358877,7.599999905,84.59999847,22.5
Switzerland,2000,23.39808241,,,57.70000076,44.2443935,14.19999981,61.79999924,29,44.70000076,80.59999847,74.25997816,7.400000095,84.80000305,23
Switzerland,2001,25.3396872,,,58.90000153,44.87335639,15.39999962,67.40000153,34.90000153,44.70000076,80.09999847,76.29534178,10.69999981,85.59999847,23
Switzerland,2002,27.69542716,,,59.40000153,45.30041127,16,66.80000305,23.89999962,45.40000153,82.80000305,77.44459438,10.60000038,85.80000305,23
Switzerland,2003,28.22949567,,,59.59999847,45.36367439,17.5,64.59999847,30,45.79999924,82.19999695,77.80678807,11.10000038,85.30000305,25
Switzerland,2004,26.79591614,,,59.20000076,45.36399069,18.70000076,63.79999924,35.09999847,45.20000076,82.09999847,78.10026171,9.899999619,86.90000153,25
Switzerland,2005,28.286535,,,59.5,45.75762254,19.79999924,63,39.90000153,45.70000076,82.59999847,79.33333333,10.19999981,86.59999847,25
Switzerland,2006,30.58902774,,,59.90000153,45.73756089,20.79999924,62.20000076,41.79999924,45.70000076,81.19999695,79.44297124,10.39999962,86.5,25
Switzerland,2007,30.42441074,,,60.09999847,45.62603736,22.70000076,60.79999924,42.20000076,45.59999847,81.30000305,79.28759374,10.60000038,86.09999847,28.5
Switzerland,2008,30.1880179,,,61.40000153,46.20359781,24.70000076,59.09999847,39.5,45.90000153,81.19999695,81.43236112,9.899999619,86.80000305,28.5
Switzerland,2009,31.5082614,,,61.59999847,46.21596506,25.89999962,57.5,33.29999924,46.70000076,81.19999695,81.91489491,9.800000191,87.09999847,29
Switzerland,2010,32.98075089,,,60.79999924,45.81537416,27,57.20000076,35.5,46.09999847,80.40000153,80.74368761,9.399999619,87.19999695,29
Switzerland,2011,33.04067822,,,60.90000153,45.680468,27.29999924,57,39.79999924,45.5,80.19999695,80.66225368,10,86.80000305,28.5
Switzerland,2012,,,,61.20000076,45.83256677,28.70000076,56.5,36.59999847,45.59999847,80,81.27489812,9.800000191,86.90000153,29
Switzerland,2013,,,,61.79999924,46.1451997,31.10000038,54.79999924,35.79999924,45.70000076,80,82.51001065,9.600000381,87,29
Switzerland,2014,,,,61.79999924,46.15101081,32.79999924,51.59999847,39,45.59999847,78.5,82.73092605,9.5,87.19999695,31
Switzerland,2015,,,,,,,,,,,,,,32
United Kingdom,1990,,,,52.59999847,43.28767584,,,23.39999962,39.29999924,85.09999847,70.41499414,5.300000191,91.80000305,6.3
United Kingdom,1991,30.66121563,,,52.5,43.47575207,,,21.60000038,39.90000153,85.09999847,70.85020389,5.099999905,92,
United Kingdom,1992,33.12078729,,,52.20000076,43.71510711,18.39999962,28.79999924,26.60000038,40.29999924,84.09999847,71.70329475,6.099999905,91.69999695,
United Kingdom,1993,34.33511817,,,52.20000076,44.07328737,19.70000076,27,32.5,40.79999924,83.5,72.70194783,6.099999905,91.80000305,
United Kingdom,1994,33.70381328,,,52.29999924,44.23173223,21.10000038,29.5,33.90000153,41,82.69999695,73.14685208,6.199999809,91.69999695,
United Kingdom,1995,33.57219841,,,52.29999924,44.37410243,21.70000076,30.10000038,32.20000076,40.59999847,81.69999695,73.558369,6.099999905,91.90000153,
United Kingdom,1996,33.7218098,,,52.70000076,44.55580218,22.89999962,28.20000076,28,41.20000076,81.30000305,74.33004179,6.099999905,92,
United Kingdom,1997,33.75825238,,,53.20000076,44.8887085,24,30,27.70000076,40.79999924,80.19999695,75.24752908,6.099999905,91.90000153,18.2
United Kingdom,1998,33.68713531,,,53.20000076,45.01254387,,,24,41.09999847,80.19999695,75.67567348,6.099999905,92.09999847,18.2
United Kingdom,1999,34.62528994,,,53.70000076,45.11304939,25.20000076,51.29999924,21.5,40.40000153,79.40000153,76.27840852,6.099999905,92.19999695,18.4
United Kingdom,2000,34.50078635,,,54.09999847,45.34068551,26,51.90000153,18.10000038,40.79999924,79.40000153,76.84658708,6.199999809,92.09999847,18.4
United Kingdom,2001,30.85210635,,,54,45.42866436,27,51.90000153,17.60000038,40.29999924,79.80000305,77.47489579,5.800000191,92.5,17.9
United Kingdom,2002,32.4895878,,,54.5,45.64442591,27.89999962,51.59999847,16.10000038,39.70000076,79.40000153,78.30459942,5.800000191,92.40000153,17.9
United Kingdom,2003,32.29252724,,,54.5,45.50957659,28.70000076,51.70000076,15.80000019,39.79999924,78.59999847,77.96852476,6.199999809,92,17.9
United Kingdom,2004,33.04545041,,,54.79999924,45.69812375,30.20000076,57.59999847,15.30000019,39.79999924,78.59999847,78.96253319,6.199999809,92,18.1
United Kingdom,2005,34.27591616,,,55,45.80576231,31,57.90000153,15.10000038,37.59999847,77.59999847,79.36507587,6.300000191,92,19.7
United Kingdom,2006,34.54973674,,,55.5,45.7951802,32.29999924,57.09999847,16.20000076,37.5,77.40000153,79.62697623,6.599999905,91.69999695,19.7
United Kingdom,2007,34.39055186,,,55.09999847,45.63760421,33.70000076,56,17.60000038,37.09999847,77,79.16666621,6.699999809,91.59999847,19.5
United Kingdom,2008,34.8204282,,,55.5,45.70788309,34.5,56.20000076,18.10000038,36.5,76.09999847,79.62697623,6.800000191,91.59999847,19.5
United Kingdom,2009,35.55571683,,,55.5,45.81819005,35.90000153,55.29999924,21.29999924,37.90000153,76,80.20231568,7.099999905,91.30000305,19.5
United Kingdom,2010,35.68189032,,,55.5,46.00399903,38,54,25.89999962,38.40000153,75,80.90379189,7.599999905,90.69999695,22
United Kingdom,2011,34.2742481,,,55.5,45.97044681,38.90000153,53.09999847,27.5,38.40000153,74.80000305,80.90379189,7.900000095,90.5,22.3
United Kingdom,2012,,,,55.70000076,45.95053916,40.40000153,52.40000153,30.29999924,38.40000153,73.90000153,80.95929984,8.300000191,90,22.5
United Kingdom,2013,,,,55.70000076,45.9131525,42.09999847,50.79999924,31.70000076,37.70000076,73.80000305,81.07715173,8.399999619,89.90000153,22.5
United Kingdom,2014,,,,55.79999924,45.96109248,43,39.79999924,30.10000038,37.09999847,74.19999695,81.34110857,9,89.19999695,22.6
United Kingdom,2015,,,,,,,,,,,,,,29.4
United Arab Emirates,1990,,,,25,9.548040787,,,,,,27.38225538,,,0
United Arab Emirates,1991,,,,26.10000038,9.886059152,,,,,,28.58707504,,,
United Arab Emirates,1992,,,,27.29999924,10.25835744,,,,,,29.80349311,,,
United Arab Emirates,1993,,,,28.60000038,10.68229576,,,,,,31.12078336,,,
United Arab Emirates,1994,,,,30,11.1409656,,,,,,32.57329044,,,
United Arab Emirates,1995,7.091248637,,,31.29999924,11.58033774,31.5,21.89999962,,,,33.91115732,,,
United Arab Emirates,1996,,,,31.79999924,11.68596709,,,,,,34.45286911,,,
United Arab Emirates,1997,,,,32.40000153,11.81397316,,,,,,35.14100065,,,0
United Arab Emirates,1998,,,,32.90000153,11.89261072,,,,,,35.72204351,,,0
United Arab Emirates,1999,,,,33.29999924,11.91126892,,,,,,36.19565134,,,0
United Arab Emirates,2000,7.806527706,,,33.79999924,11.92307315,,,,,,36.77910628,,,0
United Arab Emirates,2001,,,,34.20000076,12.00258579,,,,,,37.17391387,,,0
United Arab Emirates,2002,,,,34.59999847,12.06189275,,,,,,37.52711455,,,0
United Arab Emirates,2003,,,,35.09999847,12.07308577,,,,,,38.0281661,,,0
United Arab Emirates,2004,,,,35.90000153,12.03856359,,,,,,38.93709622,,,0
United Arab Emirates,2005,10.16808878,,,37,11.9639056,29.60000038,31.89999962,,,,40.34896536,0.5,98.69999695,0
United Arab Emirates,2006,,,,39.20000076,12.10994263,,,,,,43.17180556,,,5
United Arab Emirates,2007,,,,41.40000153,12.25522646,,,,,,46.05116888,,,22.5
United Arab Emirates,2008,9.945516424,,,43.59999847,12.49380086,,,,,,48.93378139,0.300000012,99,22.5
United Arab Emirates,2009,,,,44.90000153,12.58638858,,,,,,50.3363263,0.5,98.59999847,22.5
United Arab Emirates,2010,,,,46.20000076,12.77917525,,,,,,51.62011258,,,22.5
United Arab Emirates,2011,,,,46.40000153,12.81534273,,,,,,51.49833775,,,17.5
United Arab Emirates,2012,,,,46.59999847,12.92070469,,,,,,51.20878953,,,17.5
United Arab Emirates,2013,,,,46.5,13.00612812,,,,,,50.54347826,,,17.5
United Arab Emirates,2014,,,,46.40000153,13.11676397,,,,,,49.94617951,,,17.5
United Arab Emirates,2015,,,,,,,,,,,,,,22.5
United States,1990,,,,56.40000153,44.42046121,,,3.700000048,18.39999962,68.19999695,74.80106152,,93.30000305,6.6
United States,1991,,,,56.09999847,44.50298008,,,4.699999809,18.89999962,67.69999695,75.10040263,,93.19999695,
United States,1992,,,,56.5,44.58259125,,,9,18.70000076,67.19999695,75.63587993,,93.59999847,
United States,1993,,,,56.59999847,44.68946815,,,9.100000381,18.70000076,67.19999695,76.17765296,,93.59999847,
United States,1994,,,,57.59999847,45.15785966,,,10.19999981,18.5,68.40000153,77.73279306,,92.90000153,
United States,1995,,,,57.79999924,45.20368276,,,8.100000381,18.39999962,68.69999695,78.00269963,,93.09999847,
United States,1996,,,,58.20000076,45.33999121,,,8.399999619,18.29999924,68.90000153,78.54251277,,93.09999847,
United States,1997,,,,58.70000076,45.48648372,33.70000076,54.09999847,8,17.70000076,68.40000153,79.11051641,,93.30000305,11.7
United States,1998,,,,58.79999924,45.46099248,34.29999924,53.29999924,7.099999905,17.5,68.19999695,79.24528525,,93.59999847,11.7
United States,1999,,,,59,45.58124888,34.59999847,53.09999847,6.199999809,17.39999962,68.30000305,79.62213389,,93.80000305,13.3
United States,2000,,,,59,45.54648729,35.40000153,52.59999847,5.300000191,16.5,68.09999847,79.72972973,,93.90000153,
United States,2001,,,,58.79999924,45.56960239,36.5,51.59999847,5.800000191,16.5,67.5,79.99999896,,93.90000153,14
United States,2002,,,,58.59999847,45.66355846,,,8.100000381,17.10000038,68.30000305,80.27397051,,94.09999847,13.8
United States,2003,42.13905889,,,58.5,45.83689406,,,11,17.29999924,68.80000305,80.91285966,,93.90000153,14.3
United States,2004,42.09043736,,,58.20000076,45.78411023,,,11.39999962,17.29999924,68.30000305,80.72122329,,93.90000153,14.9
United States,2005,42.48899756,,,58.29999924,45.76484087,,,10.80000019,16.79999924,68.40000153,80.97222116,,94.09999847,15.2
United States,2006,41.84995055,,,58.40000153,45.75664362,,,9.199999809,16.29999924,67.80000305,80.88643213,,94,16.3
United States,2007,42.65189785,,,58.29999924,45.80597904,,,9,16.39999962,68.40000153,81.08483727,,94.19999695,16.8
United States,2008,42.66739199,,,58.5,45.95019076,,,10.30000019,16.39999962,67.5,81.58996163,,94.40000153,17
United States,2009,42.72841284,,,58.20000076,46.12543051,,,16.10000038,17.60000038,66.5,82.31966517,,94.30000305,16.8
United States,2010,42.9506161,,,57.59999847,46.20524159,,,27.70000076,15.89999962,66.90000153,82.52148418,,94.40000153,16.8
United States,2011,43.14234101,,,57,46.05738217,,,30.20000076,15.69999981,65.59999847,82.25107863,,94.5,16.8
United States,2012,43.65023371,,,56.79999924,45.93673215,,,28.89999962,15.80000019,66.40000153,81.96247725,,94.40000153,18
United States,2013,43.41493375,,,56.29999924,45.7926574,,,25.29999924,15.39999962,65.5,81.71262408,,94.40000153,17.9
United States,2014,,,,56.29999924,45.83927619,,,22.20000076,,,81.83139061,,,19.3
United States,2015,,,,,,,,,,,,,,19.4
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: WDI Database Archives (beta),,,,,,,,,,,,,,,
Last Updated: 10/04/2016,,,,,,,,,,,,,,,
