"","Time","female.leaders","female.labor.partic.rate","female.part.time.of.female","female.part.time.of.total.part","female.male.labor.partic.rate","female.vul.employ","female.paid.employ","female.parliament.seat","pop.growth","new.born","GDP.pc","gov.educational.expend","female.2edu.labor","male.2edu.labor","female.3edu.labor","male.3edu.labor","female.labor.of.total","female.unemploy","male.unemploy","total.unemploy"
"62",1999,23.3282045452933,55.09999847,39.2112783586626,65.6350426856912,66.62636095,20.7829926440969,76.7703163684981,5.7,0.194563153,77198,40675.62595,5.835859776,61.29999924,64.80000305,12.69999981,16.60000038,43.22120885,3.799999952,3.599999905,3.700000048
"63",2000,31.21918318,54.90000153,33.4542536250055,73.3109408507303,66.86967423,22,73.5,5.7,0.240466652,73455,41944.76233,5.250830173,61.70000076,65.5,13.5,16.5,43.32660907,3.799999952,3.299999952,3.5
"64",2001,17.248018146951,54.70000076,28.39999962,69.09999847,67.11656535,32.59999847,64.90000153,6.8,0.382799394,72318,42348.81142,5.269070148,62.59999847,66,14,16.79999924,43.66812586,3.799999952,3.400000095,3.599999905
"65",2002,32.59837234,56.20000076,30,69.5,68.7882532,32.90000153,64.40000153,6.2,0.491980464,73249,42838.76864,5.167459965,59.40000153,65.59999847,17.70000076,17.60000038,44.09926873,3.900000095,4.099999905,4
"66",2003,33.8556295,56.59999847,29.70000076,68.69999695,69.53316636,32.59999847,64.80000305,8.6,0.487133895,75462,42952.94798,5.102379799,59.90000153,66.69999695,17.10000038,17.20000076,44.38761964,4.199999809,4.400000095,4.300000191
"67",2004,33.89858317,57.59999847,29.70000076,68.5,70.41564343,32,65.5,8.6,0.620413127,77730,43842.29552,4.925640106,63.5,62.59999847,16.39999962,21.29999924,44.8927075,5.300000191,4.5,4.900000095
"68",2005,35.4339538,58.90000153,30.79999924,68.69999695,71.74178151,25.29999924,64.80000305,8.6,0.681267248,79170,44476.77969,4.885369778,63.40000153,64.30000305,16.70000076,19.39999962,45.12246521,5.5,4.900000095,5.199999809
"69",2006,35.18245096,58.70000076,30.60000038,68,71.84822883,24.20000076,66,8.8,0.494797775,79574,45740.23904,4.748300076,63.90000153,65.40000153,16,19.29999924,45.35353477,5.199999809,4.300000191,4.699999809
"70",2007,36.07842912,58.40000153,29.10000038,67.59999847,71.92118685,24,67.19999695,9,0.324146535,79254,47243.34045,4.676169872,63.20000076,65,15.5,19.20000076,45.25430048,5,3.900000095,4.400000095
"71",2008,19.1872471712725,58.5,28.70000076,67.80000305,71.86732052,22.60000038,68.09999847,9,0.313041438,78447,47824.37489,4.767849922,64.5,65.59999847,16,19.29999924,45.66181253,4.099999905,3.599999905,3.799999952
"72",2009,35.95071428,58.90000153,28.10000038,67.5,72.53695042,22.39999962,69.19999695,8.8,0.26195319,77567,45887.13062,5.172420025,63.90000153,65.40000153,17.39999962,20.10000038,46.06666131,4.5,5,4.800000191
"73",2010,24.1775534378945,59.40000153,47.5651688340978,82.6641478935998,73.24291325,11.8394056267608,81.9136672236862,8.6,0.2403943,76916,46659.84082,5.102719784,64.80000305,65.5,17.60000038,20.29999924,46.07067614,4.199999809,4.599999905,4.400000095
"74",2011,36.41626014,59.5,24.60000038,65.09999847,73.45679012,20.39999962,72.19999695,8.6,0.337080842,76511,47808.62349,5.026450157,64.80000305,65,17.79999924,20.5,46.00524484,4.199999809,4,4.099999905
"75",2012,37.26830139,59.5,24.60000038,64.40000153,73.54758823,19.70000076,72.69999695,8.6,0.455937472,76238,47951.55678,5.134590149,64.40000153,65.40000153,18.79999924,20.89999962,46.1817868,4.300000191,4.300000191,4.300000191
"76",2013,37.4991815,59.40000153,24.70000076,64.19999695,73.5148506,18.79999924,73,8.6,0.584103986,76133,47825.43384,5.256669998,63.90000153,65.09999847,20,21.5,46.00856726,4.900000095,4.900000095,4.900000095
"77",2014,32.9397985430163,59.40000153,17.3189561420085,71.5042653008481,73.69727376,18.2982975580973,75.9086790735491,9.9,0.730867277,1408407.14029464,47644.98568,6.48390108966312,51.70000076,55.59999847,31.79999924,31.29999924,46.00499154,5,4.900000095,5
"78",2015,37.4462654363804,53.0821607271844,25.8209994277364,69.9226791202632,70.5195074185297,14.8711193969933,84.2697065113808,9.9,0.810525812,76474,47667.80561,3.20151599674457,46.9946548810781,44.8027042286294,26.989321586322,27.0261535362544,38.5648957713733,2.98399990347324,3.38515877956387,2.97456869129882
"79",1990,23.6862376862954,72.69999695,15.380577108931,57.8489209308678,85.73112539,27.1485301761291,71.3996982298264,21.3,1.493593109,380221,36487.94814,4.27649428884835,58.0259234001968,66.9019666398423,34.8407352058157,26.0886330207352,44.08151071,7.07831885268973,5.92686611571661,6.21968100313507
"80",1991,26.4756199705357,72.59999847,32.5332292778636,78.2141700378732,85.61320267,11.5627678464841,86.1909637535632,33.9860979334961,1.360506174,386084,35229.74845,6.03803466946938,54.9644386657006,67.7271142426369,43.7785951682161,29.1360946278181,44.43235848,9.699999809,10.80000019,10.30000019
"81",1992,29.7267974061864,72.5,26.8322128800139,72.8007644537834,85.49527994,25.0469572000754,71.5146218927333,28.4296476098776,1.2274176,393728,35107.25071,5.18241656829492,63.4380360942732,70.6220873596798,29.8076356021145,25.1509381939024,44.66762203,10.19999981,12,11.19999981
"82",1993,28.5952021274447,72.40000153,40.4675619710377,74.0845496589367,85.37735722,7.67014722836998,90.5993793324444,39.1604214440343,1.094331921,400365,35647.19015,6.02484927894857,45.7855470294256,60.4120519100415,41.8238413420384,33.2958275629319,44.73836218,10.69999981,12,11.39999962
"83",1994,32.332759461228,72.30000305,53.7759907801299,89.0252938782657,85.25943449,-8.62215823355033,107.648748580815,2.51270562900045,0.961244717,402196,36892.64905,3.63282520769393,33.29999924,29.10000038,47.09999847,45.40000153,44.73428667,9.800000191,10.89999962,10.39999962
"84",1995,31.3655902622963,72.19999695,36.1898713541339,75.958274776369,85.24203016,-7.86261497590298,104.788307885987,29.1880231536727,0.828159179,396803,37568.111,4.40144402847771,32.79999924,29.39999962,48.40000153,46.40000153,44.93973748,9.100000381,9.800000191,9.5
"85",1996,29.3323219430032,72,48.4411925233502,81.7801651175726,85.20710059,-4.8221759611081,102.477845230964,24.5494245000363,1.077164681,382575,37764.36812,4.34704141527762,33.09999847,29.60000038,49.5,46.90000153,45.07675063,9.199999809,9.899999619,9.600000381
"86",1997,25.7481811707391,71.69999695,54.1767905198685,88.5663773409237,85.05337408,-12.0037744679646,111.309003595613,29.8094728257324,1.057015395,361136,38966.54534,4.85023565558855,31.70000076,28.79999924,51.09999847,49.29999924,45.16335161,8.899999619,9.300000191,9.100000381
"87",1998,35.6286448925658,71.40000153,48.3728356490851,71.8088075804539,85.00000182,-1.53573880206057,97.4546041949536,21.8,0.865613663,337256,40130.25203,4.8197069128987,40.79999924,43.59999847,42.5,34.90000153,45.40945752,8,8.5,8.300000191
"88",1999,32.0433758911042,71.09999847,51.910427329726,85.0846720024875,85.04784662,-7.50701974125563,104.841138748712,21.8,0.827369318,317618,41854.5335,5.14786005,40.59999847,43.59999847,43.29999924,35.29999924,45.50277031,7.300000191,7.800000191,7.599999905
"89",2000,29.9227286644447,70.69999695,40.6645812368677,79.3422500320307,85.0782169,-5.84811770494122,102.563501804233,21.8,0.882998577,306866,43636.70668,5.038740158,40.59999847,44.29999924,43.79999924,35.70000076,45.73589824,6.699999809,6.900000095,6.800000191
"90",2001,27.4402915150319,69.90000153,45.3101789237011,77.6586342159108,84.83009737,-0.0719969531213636,99.3615335210553,21.8,1.009521666,306966,43963.36631,4.579329967,39.70000076,43.79999924,45.5,37.09999847,45.88390722,6.800000191,7.5,7.199999809
"91",2002,29.9423572972347,69,60.6124615096624,90.8191758410888,84.45532751,-3.93620489043004,103.136275967159,21.8,0.897131277,316065,44882.20692,4.654900074,39.59999847,43.59999847,46.20000076,37.59999847,46.09220851,7.099999905,8.199999809,7.699999809
"92",2003,33.1218099874907,68.19999695,36.9992021342608,75.23748703372,84.30160156,-2.9596796508854,100.84361985802,20.2,0.996232739,330327,45238.17706,5.30561707213582,39.29999924,43.5,47,38.70000076,46.35732221,7.199999809,8,7.599999905
"93",2004,32.1902601805344,67.30000305,36.6103380608455,69.072856442264,83.91521897,3.41875181883403,94.4320084244628,20.2,1.002034424,344035,46169.25222,4.92163379754994,39.5,44.20000076,47.29999924,38.5,46.41936695,6.900000095,7.5,7.199999809
"94",2005,16.75245475,66.5,29.5656732527925,66.3442622621818,83.64779874,8.73592322054405,87.5487776163807,20.3,0.985903767,353084,47179.85791,4.552800179,38.40000153,43.70000076,49.29999924,39.70000076,46.45392353,6.400000095,7,6.699999809
"95",2006,40.6441309199001,65.80000305,35.1037136618462,73.2833628642723,83.2911431,4.50707158221407,91.5744801852808,20.3,0.796844597,356258,48033.30048,4.58387350353163,37.09999847,43,50.29999924,40.79999924,46.66884438,6.099999905,6.5,6.300000191
"96",2007,31.8771421956166,65.19999695,35.1956314261507,67.5516694856938,82.95165167,5.2232147833791,94.5923291153083,20.6,0.969853611,354977,48550.94241,4.490069866,36.59999847,43.09999847,51.59999847,41.29999924,46.83733822,5.599999905,6.400000095,6
"97",2008,22.4530751615695,64.59999847,40.2174767809294,77.8253271936739,82.50318768,4.41355884009572,94.0021786898309,21.3,1.082197086,350938,48508.81528,4.528900146,36.59999847,43.09999847,51.90000153,41.59999847,46.83697157,5.599999905,6.5,6.099999905
"98",2009,41.914056947288,64.09999847,33.4758898885321,75.5266393594929,82.28497717,9.94617607201949,86.3548767282003,21.3,1.144840183,346858,46542.11076,4.595530033,36.20000076,43.09999847,53.09999847,42.29999924,47.02642854,7,9.5,8.300000191
"99",2010,23.6205980557509,63.5,27.4707729285903,75.4473887521009,81.82989852,-3.44844644445745,102.719186264981,21.3,1.113959721,344717,47445.76193,5.015729904,35.70000076,43,54.29999924,43.09999847,47.08563422,7.199999809,8.699999809,8
"100",2011,33.3887338336795,63.70000076,47.7839971826191,87.1684615917461,81.87660445,-10.0582413370705,107.901820230547,21.3,0.987617711,344860,48455.21402,4.909520149,35,43,55.40000153,43.70000076,47.14629689,7,7.800000191,7.400000095
"101",2012,34.4380144647168,63.79999924,51.1075184919252,82.7661906455068,81.69014146,-3.72638966735934,99.887942129878,21.3,1.183023858,346550,48721.1803,5.54239211697233,33.70000076,42.29999924,57.20000076,44.59999847,47.13905711,6.800000191,7.599999905,7.199999809
"102",2013,24.7235793200714,63.90000153,40.2214766787499,75.2926314373321,81.60919417,-9.52649575230582,108.252327541901,23.4,1.15590039,349416,49229.50377,4.87203456676155,33.59999847,42.5,57.70000076,45,47.20848469,6.599999905,7.5,7.099999905
"103",2014,42.1190765623411,64,66.5252839443123,95.0820952142985,81.63265147,0.194967223612464,97.3705591436452,23.4,1.098069388,-410670.273358454,49895.98485,4.58861393656755,33.40000153,42.5,58.20000076,45.5,47.12164915,6.5,7.300000191,6.900000095
"104",2015,27.0252503214698,52.623910968849,38.6133574360891,72.08460183167,73.9977598752242,13.9240756517899,84.3114500372196,23.6,0.863130607,356131,50000.55965,3.23088421074835,58.4710421575851,69.9112636093474,24.8738592958021,29.3347044860031,40.4533173929327,-6.24022822014016,-4.68871090632776,-5.49521051190306
"105",1990,33.57790046,57.90000153,26.70000076,69.90000153,76.18421253,9.55203628796,92.19999695,13.3,1.738052341,3325329,7909.81137,2.29104208752972,33.5013272592087,33.4630067458553,37.1466048852131,29.6449840744627,35.23695425,12.160591167549,13.4323970990025,12.3907855929809
"106",1991,33.10436547,57.90000153,27.89999962,69.30000305,77.20000203,8.7986708204655,92.19999695,27.7255683946524,1.664150397,3281839,7896.887103,2.8888473263408,15.8948841600665,15.5106621766098,20.4836013242972,20.4708398485617,37.25316441,9.600000381,5.300000191,6.900000095
"107",1992,34.34589891,57.29999924,28.20000076,69,77.74762769,5.76545874747303,91.69999695,29.3400892653858,1.59730289,3268140,7735.464615,4.39414831705999,16.60000038,12.39999962,7.400000095,5.300000191,39.21166287,8,5.400000095,6.400000095
"108",1993,34.3108922,57.09999847,28.89999962,68.30000305,78.00546565,7.30750164533499,91,20.4503300941195,1.553849362,3281050,7971.504595,3.71123141696383,17.29999924,12.60000038,7.400000095,5.5,39.27237931,7.300000191,5.199999809,6
