"","Time","female.leaders","female.labor.partic.rate","female.part.time.of.female","female.part.time.of.total.part","female.male.labor.partic.rate","female.vul.employ","female.paid.employ","female.parliament.seat","pop.growth","new.born","GDP.pc","gov.educational.expend","female.2edu.labor","male.2edu.labor","female.3edu.labor","male.3edu.labor","female.labor.of.total","female.unemploy","male.unemploy","total.unemploy"
"108",1993,34.3108922,57.09999847,28.89999962,68.30000305,78.00546565,8.65123969756911,91,21.3477330354426,1.553849362,3281050,7971.504595,2.14269624868392,17.29999924,12.60000038,7.400000095,5.5,39.27237931,7.300000191,5.199999809,6
"109",1994,35.16499324,56.90000153,28.79999924,68.90000153,77.94520757,8.15080769720196,90.80000305,20.483815772716,1.539482098,3313822,8268.472118,3.1552116158028,18.1534313797041,12.7058763165348,25.3774390305399,23.6848118996919,39.67816617,7.300000191,5.099999905,6
"110",1995,34.42324474,56.79999924,28.5,68.80000305,78.56154473,7.03463968291699,90.90000153,26.4514460918432,1.544566818,3360353,8501.340122,1.96959689861779,18.5,13.30000019,8,5.900000095,40.0803099,7.300000191,5.099999905,6
"111",1996,36.27008402,56.79999924,29,69.09999847,78.88888783,5.922726592544,90.30000305,14.6838437579825,1.553475678,3422280,8555.07161,6.74458165022299,20.60000038,14.60000038,8.399999619,5.900000095,39.761277,8.699999809,5.5,6.800000191
"112",1997,36.79437121,57.09999847,29.29999924,69.80000305,79.30555344,6.07230563031742,89.90000153,20.6,1.555075397,3498824,8709.028271,5.12308141339234,21,15.19999981,8.699999809,6.099999905,40.11494019,9.899999619,6.199999809,7.699999809
"113",1998,38.23721259,57.70000076,28.60000038,69.69999695,80.13888995,6.36382345808655,89.59999847,20.6,1.550011555,3578198,8604.092436,4.677000046,22.10000038,16.20000076,8.699999809,6.300000191,40.42492696,11.5,7.099999905,8.899999619
"114",1999,35.18278659,58.20000076,27.89999962,69.59999847,80.60942275,7.38757685286045,90.09999847,20.6,1.534401721,3645079,8512.823184,3.726340055,23.10000038,16.79999924,8.5,6.199999809,41.13964501,12.10000038,7.800000191,9.600000381
"115",2000,35.47468429,58.70000076,27.20000076,69.09999847,81.30194355,7.85828912289646,90.80000305,35.7045599663791,1.509387698,3688711,8730.147298,3.711620092,13.5708032885745,17.8288100976911,42.3382658797768,24.4529656052283,41.23763381,12,7.699999809,9.5
"116",2001,34.94817149,59,27,68.90000153,81.94444444,4.13622973477194,91.59999847,20.6,1.486708135,3703600,8743.909691,3.649430037,44.4163260794801,37.1882887634004,11.8844611163094,18.0611114096743,41.33741426,11.89999962,7.5,9.300000191
"117",2002,34.05665154,60.09999847,27.70000076,68.80000305,82.5549395,6.32736874045758,91.40000153,20.6,1.461195284,3692957,8880.166124,3.545949936,20.9066806132471,22.1595923408299,14.6456263554429,12.3175909358618,41.98269221,11.60000038,7.300000191,9.100000381
"118",2003,35.71223722,61.09999847,27.89999962,68.80000305,83.46994675,4.3478506700542,91.59999847,20.6,1.415948328,3665582,8855.152078,4.98876368073735,37.4148545950026,33.2784030623446,23.3830262946133,22.3254053537002,42.22671187,12.30000019,7.800000191,9.699999809
"119",2004,36.48639311,61.20000076,27.20000076,68.80000305,83.83561748,5.50248458336934,92,21.1,1.34637133,3634905,9240.040324,3.833519936,18.9062377259107,21.4649488598002,38.6981680243859,25.5974581837342,42.54646005,11.80000019,6.800000191,8.899999619
"120",2005,35.89501442,60.90000153,26.89999962,68.5,83.88430139,6.06492464281782,91.90000153,21.1,1.261578257,3610681,9416.363871,4.306419849,40.2868286930625,48.1177183851638,17.9080716157731,9.2054947492102,43.01870386,12.30000019,7.099999905,9.300000191
"121",2006,36.24633511,61.20000076,26.29999924,68.09999847,84.76454758,4.8982471952205,92.09999847,20.8,1.170442045,3595736,9675.389006,4.733819962,33.09999847,26.60000038,11.10000038,7,43.06600025,11.10000038,6.400000095,8.399999619
"122",2007,36.92277548,61.90000153,26.29999924,68,85.49723787,4.48315367467579,92,21.3,1.088080503,3586941,10151.84272,4.834090233,34.29999924,27.70000076,11.89999962,7.300000191,43.10202773,10.89999962,6,8.100000381
"123",2008,35.99248515,62.09999847,26.60000038,67.69999695,85.41953381,5.89186488314759,92.09999847,22.1,1.024472074,3581066,10560.21145,5.117869854,44.0517186876217,49.2519711343692,12.6407845166905,11.0502662637305,43.06141039,9.699999809,5.099999905,7.099999905
"124",2009,36.98480924,61.90000153,27.20000076,67.59999847,86.21169763,5.78352297121496,91.59999847,22.1,0.986850983,3572732,10443.31981,5.308609962,19.8680983449065,24.2435973336035,34.2034612304762,29.7121167624003,43.30306827,11.10000038,6.199999809,8.300000191
"125",2010,36.69671761,61.79999924,27.60000038,67.59999847,86.43356537,7.30499236014838,91.80000305,22.1,0.967796558,3558225,11121.42095,5.478879929,16.3013577047807,24.7543978939977,24.1341016039776,14.3581481795073,43.55500713,10.60000038,5.800000191,7.900000095
"126",2011,37.00191988,61.70000076,27,66.59999847,86.53576174,3.41625748968441,92,24.8,0.953765381,3536772,11446.60091,5.543690205,39.20000076,34.29999924,21.89999962,13.60000038,43.69764992,9,4.900000095,6.699999809
"127",2012,36.24967423,61.59999847,26.70000076,67.30000305,86.5168555,3.13083505291103,92,24.7,0.935181982,3510497,11557.26737,5.648590088,39,32.70000076,16.39999962,9.800000191,43.70595751,8.199999809,4.599999905,6.099999905
"128",2013,35.76985259,61.59999847,26.70000076,66.69999695,86.76056123,5.2649373031862,91.90000153,24.7,0.913687864,3481987,11797.44941,3.80710843733333,39.70000076,33.09999847,17.29999924,10.39999962,43.70370815,8.399999619,4.900000095,6.5
"129",2014,27.9425192934054,61.40000153,27,66.59999847,86.72316226,2.92559698148746,92,25.1,0.886360083,-5118169.55650001,11705.43116,6.32914697539104,69.0017287595478,59.2976529781034,-0.483984360596718,9.14398262416037,43.7742807,8.699999809,5.199999809,6.800000191
"130",2015,23.7873023192079,46.4790186296241,25.6495719475972,62.8085046103153,66.7483162915779,29.5241202727128,68.5448990581273,26,0.855052949,3432014,11159.25416,2.18892747998664,44.6508704387591,52.0839824624315,27.1925161078487,22.2731886477687,42.8383838468625,6.71244707507033,6.01529150341301,6.03107597081066
