Country,Time,"Adult literacy rate, population 15+ years, both sexes (%)","Adult literacy rate, population 15+ years, female (%)","Adult literacy rate, population 15+ years, male (%)",Barro-Lee: Percentage of female population age 15+ with no education,"Elderly literacy rate, population 65+ years, both sexes (%)","Elderly literacy rate, population 65+ years, male (%)","Elderly literacy rate, population 65+ years, female (%)",Population growth (annual %),"Literacy rate, population 25-64 years, both sexes (%)","Literacy rate, population 25-64 years, female (%)","Literacy rate, population 25-64 years, male (%)","Population, age 0, female","Population, age 0, male","Population, age 0, total",UIS: Mean years of schooling of the population age 25+. Female,UIS: Mean years of schooling of the population age 25+. Male,UIS: Mean years of schooling of the population age 25+. Total,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Female,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Male,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Total,UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Male,UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Total,UIS: Percentage of population age 25+ with at least a completed master's degree or equivalent (ISCED 7 or higher). Female,GDP per capita (constant 2005 US$),Government expenditure in educational institutions as % of GDP (%),"Labor force with primary education, female (% of female labor force)","Labor force with primary education, male (% of male labor force)","Labor force with secondary education, female (% of female labor force)","Labor force with secondary education, male (% of male labor force)","Labor force with tertiary education, female (% of female labor force)","Labor force with tertiary education, male (% of male labor force)","Labor force, female (% of total labor force)","Labor force, total","Unemployment, female (% of female labor force)","Unemployment, male (% of male labor force)","Unemployment, total (% of total labor force)"
Spain,2009,97.67926788,96.92597198,98.46193695,,92.22122192,95.17971039,90.00650787,0.885735981,98.90792,98.76073,99.05244,235221,250304,485525,9.1,9.6,9.4,,,,,,,30875.42143,4.696760178,37.29999924,47.70000076,25.20000076,22.89999962,37.09999847,28.89999962,43.71383487,23373861,18.5,17.79999924,18.10000038
Spain,2010,97.74890137,97.00450134,98.52571106,3,92.55905151,95.63320923,90.25299835,0.460408305,98.94489,98.81446,99.07357,232860,247645,480505,9.2,9.8,9.5,,,,,,,30737.83227,4.632380009,36.79999924,46.5,24.5,23.29999924,38.20000076,29.70000076,44.18367347,23548377,20.70000076,19.89999962,20.20000076
Spain,2011,97.78375244,97.06556702,98.53618622,,92.82240295,95.62837982,90.71199799,0.355338396,98.9368,98.78686,99.08539,230517,245026,475543,9.3,9.8,9.5,,,,,,,30322.4901,4.677820206,35.90000153,45.59999847,24.79999924,23.29999924,38.90000153,30.79999924,44.77549909,23635272,22.29999924,21.29999924,21.70000076
Spain,2012,97.89453888,97.21804047,98.60652924,,93.28405762,96.08468628,91.17173004,0.064925963,99.00456,98.91545,99.09332,227882,242106,469988,9.4,9.8,9.6,,,,,,,29508.78223,4.267809868,35.5,44.90000153,24.70000076,23.10000038,39.40000153,31.70000076,45.22253758,23667418,25.60000038,24.89999962,25.20000076
Spain,2013,98.07913208,97.4405365,98.74874878,,93.81800842,96.41545868,91.82897949,-0.32766904,99.12594,99.03918,99.21224,224889,238831,463720,,,,,,,,,,29110.63412,4.156569958,35,44.29999924,24.29999924,22.60000038,40.40000153,32.70000076,45.54856526,23419921,27,25.79999924,26.29999924
Spain,2014,98.09397888,97.48786926,98.73126221,,93.99143982,96.41664886,92.1260376,-0.298951059,99.12491,99.05058,99.19911,,235026,,9.6,10,9.8,,,,,,,29595.07735,,34.70000076,43.5,23.89999962,22.89999962,41.5,33.59999847,45.64508982,23345028,26,23.70000076,24.70000076
Spain,2015,98.11450958,97.4969635,98.76702118,,94.16464233,96.58200836,92.35048676,-0.134797808,99.14731,99.08098,99.21331,217204,230611,447815,,,,,,,,,,30587.55147,,,,,,,,,,,,
Switzerland,1990,,,,10.61,,,,1.026873072,,,,39415,41057,80472,,,,,,,,,,63881.68786,,,,,,,,42.6742683,3777609,,,
Switzerland,1991,,,,,,,,1.249826024,,,,40743,42218,82961,,,,,,,,,,62510.47392,,20.10000038,13.5,67.5,60.79999924,11.10000038,25.10000038,42.91283916,3863042,2.400000095,1.200000048,1.700000048
Switzerland,1992,,,,,,,,1.102521072,,,,42442,43746,86188,,,,,,,,,,61798.03014,,18.79999924,12.69999981,67.80000305,59.59999847,11.10000038,26.5,43.29620427,3899910,3.5,2.299999952,2.799999952
Switzerland,1993,,,,,,,,0.910715566,,,,44092,45256,89348,,,,,,,,,,61160.63135,,21.10000038,12.10000038,65.5,58.20000076,10.60000038,27.89999962,43.21959771,3921316,4.599999905,3,3.700000048
Switzerland,1994,,,,,,,,0.797158411,,,,45113,46214,91327,,,,,,,,,,61445.4481,,20.79999924,12.80000019,64.80000305,57.20000076,10.80000019,27.89999962,43.05250509,3898765,4.300000191,3.400000095,3.799999952
Switzerland,1995,,,,12.55,,,,0.668242326,,,,45118,46261,91379,,,,,,,,,,61329.71513,,21.60000038,12.60000038,64.40000153,57,10.69999981,28.29999924,43.03187348,3908547,3.799999952,2.900000095,3.299999952
Switzerland,1996,,,,,,,,0.441636407,,,,43911,45229,89140,,,,,,,,,,61426.48247,,22.89999962,16.10000038,65.80000305,54.59999847,11.19999981,29.29999924,43.59787531,3933944,4.099999905,3.400000095,3.700000048
Switzerland,1997,,,,,,,,0.24089121,,,,41698,43299,84997,,,,,,,,,,62695.48187,,22.60000038,16.29999924,64.5,54.90000153,12.60000038,28.60000038,43.71490841,3925798,3.900000095,4.300000191,4.099999905
Switzerland,1998,,,,,,,,0.297135766,,,,38988,40905,79893,,,,,,,,,,64350.22926,4.723060131,26.20000076,17.39999962,60.59999847,53,12.80000019,29.29999924,44.22590695,3969723,4.199999809,3.200000048,3.599999905
Switzerland,1999,,,,,,,,0.476919931,,,,36509,38667,75176,,,,,,,,,,65096.54303,4.715139866,25.29999924,18.20000076,60.70000076,51.40000153,13.60000038,30.10000038,44.44748834,3993418,3.599999905,2.700000048,3.099999905
Switzerland,2000,,,,13.75,,,,0.561954617,,,,34785,37029,71814,,,,,,,,,,67286.13738,4.65294981,23.60000038,17.79999924,61.79999924,51.5,14.19999981,30.39999962,44.2443935,3997815,3.099999905,2.400000095,2.700000048
Switzerland,2001,,,,,,,,0.632771238,,,,34001,36146,70147,,,,,,,,,,67828.93237,4.80614996,16.60000038,14.60000038,67.40000153,53.70000076,15.39999962,31.29999924,44.87335639,4056699,3.5,1.700000048,2.5
Switzerland,2002,,,,,,,,0.756469146,,,,33988,35878,69866,,,,,,,,,,67414.29316,5.16091013,16.89999962,14.89999962,66.80000305,53.79999924,16,30.89999962,45.30041127,4092007,3.099999905,2.700000048,2.900000095
Switzerland,2003,,,,,,,,0.741919603,,,,34475,36034,70509,,,,,,,,,,66949.24681,5.417210102,17.79999924,15,64.59999847,52.59999847,17.5,32.29999924,45.36367439,4140132,4.5,3.799999952,4.099999905
Switzerland,2004,,,,,,,,0.68742596,,,,35038,36301,71339,,,,,,,,,,68380.89193,5.151110172,17.5,14.39999962,63.79999924,51.70000076,18.70000076,33.90000153,45.36399069,4150477,4.800000191,3.900000095,4.300000191
Switzerland,2005,,,,10.24,,,,0.64060154,,,,35371,36451,71822,,,,,,,,,,70008.59653,5.062059879,17.10000038,14.39999962,63,51.29999924,19.79999924,34.20000076,45.75762254,4171576,5,3.900000095,4.400000095
Switzerland,2006,,,,,,,,0.627558473,,,,35409,36446,71855,,,,,,,,,,72362.3474,4.830760002,17,14.39999962,62.20000076,50.59999847,20.79999924,35,45.73756089,4236518,4.699999809,3.400000095,4
Switzerland,2007,,,,,,,,0.893690978,,,,35261,36369,71630,,,,,,,,,,74687.92987,4.534259796,16.39999962,14.5,60.79999924,49.79999924,22.70000076,35.59999847,45.62603736,4307227,4.5,2.900000095,3.599999905
Switzerland,2008,,,,,,,,1.270618074,,,,35011,36257,71268,,,,,,,,,,75424.28438,4.718619823,16.10000038,13.60000038,59.09999847,48.5,24.70000076,37.70000076,46.20359781,4407739,4,2.799999952,3.400000095
Switzerland,2009,,,,,,,,1.249484631,,,,34797,36184,70981,12.9,14.1,13.5,22.34599,40.30844,31.02781,,,,72901.42821,4.898590088,16.5,13.5,57.5,47.59999847,25.89999962,38.79999924,46.21596506,4481975,4.5,3.700000048,4.099999905
Switzerland,2010,,,,1.56,,,,1.041558058,,,,34719,36203,70922,,,,25.30169,41.33753,33.02178,,,,74277.12051,4.810369968,15.5,13.80000019,57.20000076,47.90000153,27,37.79999924,45.81537416,4513247,4.900000095,4.099999905,4.5
Switzerland,2011,,,,,,,,1.111878943,,,,34782,36307,71089,,,,25.87993,41.26971,33.29657,,,,74781.37316,4.848060131,15.39999962,13.60000038,57,48.5,27.29999924,37.5,45.680468,4582383,4.400000095,3.599999905,4
Switzerland,2012,,,,,,,,1.061819329,,,,34945,36469,71414,,,,26.9833,43.18196,34.8183,,,,74823.6613,4.90459013,14.5,13,56.5,47.70000076,28.70000076,39,45.83256677,4636511,4.5,3.900000095,4.199999809
Switzerland,2013,,,,,,,,1.149879758,,,,35209,36707,71916,,,,,,,,,,75276.57919,,13.89999962,12.80000019,54.79999924,45.90000153,31.10000038,41.09999847,46.1451997,4700905,4.5,4.300000191,4.400000095
Switzerland,2014,,,,,,,,1.220103973,,,,,37042,,13.3,14.3,13.8,13.91266,20.95802,17.34843,,,14.3,75768.79207,,15.30000019,13.89999962,51.59999847,44.09999847,32.79999924,41.79999924,46.15101081,4753196,4.699999809,4.300000191,4.5
Switzerland,2015,,,,,,,,1.193619877,,,,36010,37480,73490,,,,,,,,,,75550.81999,,,,,,,,,,,,
Sweden,1990,,,,1.58,,,,0.772602676,,,,58674,61768,120442,,,,,,,,,,37513.20559,,,,,,,,47.72884499,4684907,,,
Sweden,1991,,,,,,,,0.681643118,,,,60425,63584,124009,,,,,,,,,,36831.39738,,,,,,,,47.6343424,4677600,2.900000095,3.599999905,3.299999952
Sweden,1992,,,,,,,,0.586529929,,,,61119,64297,125416,,,,,,,,,,36191.77216,,,,,,,,47.56590665,4594339,4.699999809,6.800000191,5.800000191
Sweden,1993,,,,,,,,0.580838814,,,,60619,63768,124387,,,,,,,,,,35238.91212,,,,,,,,47.48964615,4502672,7.699999809,11,9.5
Sweden,1994,,,,,,,,0.710705462,,,,58821,61895,120716,,,,,,,,,,36419.58068,,,,,,,,47.291874,4474441,8.300000191,11.10000038,9.800000191
Sweden,1995,,,,1,,,,0.524703942,,,,55762,58717,114479,,,,,,,,,,37686.95163,,22.20000076,27.60000038,49.59999847,47.70000076,28.20000076,24.60000038,47.47356403,4512602,8.399999619,10,9.300000191
Sweden,1996,,,,,,,,0.159147081,,,,51108,53891,104999,,,,,,,,,,38198.14763,,20.89999962,25.20000076,50.09999847,48.79999924,27.79999924,23.70000076,47.55660221,4523189,9.699999809,10.5,10.10000038
Sweden,1997,,,,,,,,0.057262203,,,,45107,47670,92777,,,,,,,,,,39283.57727,,20.10000038,26,50.90000153,49.59999847,28.60000038,23.60000038,47.41767064,4464264,9.800000191,10.60000038,10.19999981
Sweden,1998,,,,,,,,0.055512122,,,,39076,41425,80501,,,,,,,,,,40921.28967,,19,24.89999962,50.40000153,49.70000076,30.20000076,25,47.12986152,4438636,8.100000381,8.800000191,8.5
Sweden,1999,,,,,,,,0.077927151,,,,34788,36994,71782,,,,,,,,,,42741.76618,5.7428298,18.70000076,23.20000076,50.20000076,50.29999924,30.79999924,26,47.21647843,4472464,6.900000095,7.599999905,7.300000191
Sweden,2000,,,,1.61,,,,0.160575485,,,,33433,35614,69047,,,,,,,,,,44693.88645,5.768249989,18.60000038,23.20000076,48.40000153,49.90000153,32.70000076,26.5,47.09030033,4551999,5.5,6.300000191,5.900000095
Sweden,2001,,,,,,,,0.268470528,,,,35672,37973,73645,,,,,,,,,,45270.93286,5.678229809,16.60000038,21,53.59999847,57.09999847,28.70000076,20.89999962,47.46986424,4590228,4.699999809,5.400000095,5.099999905
Sweden,2002,,,,,,,,0.325438068,,,,40934,43477,84411,,,,,,,,,,46059.52122,6.074210167,15.39999962,20.10000038,53.90000153,57.59999847,29.60000038,21.39999962,47.43831257,4615122,4.800000191,5.699999809,5.300000191
Sweden,2003,,,,,,,,0.372092943,,,,47669,50510,98179,,,,,,,,,,46983.2348,6.015049934,15.30000019,19.39999962,52.90000153,57.5,30.89999962,22.20000076,47.39865333,4630986,5.300000191,6.400000095,5.900000095
Sweden,2004,,,,,,,,0.393298991,,,,53640,56741,110381,,,,29.86411,22.57726,26.20109,,,,48820.76978,5.925769806,14,18.70000076,52.70000076,57.90000153,32.5,22.29999924,47.58682486,4635884,6.199999809,6.900000095,6.599999905
Sweden,2005,,,,1.73,,,,0.399942763,,,,57260,60517,117777,,,,30.90129,23.18076,27.01803,,,,49996.34285,5.822309971,14.19999981,18.60000038,51.20000076,57.09999847,33.29999924,23.20000076,47.28010537,4750423,7.699999809,7.900000095,7.800000191
Sweden,2006,,,,,,,,0.562483906,,,,57965,61251,119216,,,,31.79641,23.63731,27.68956,,,,52046.65602,5.700980186,13.30000019,17.89999962,51.79999924,57.20000076,34.70000076,24.5,47.32410737,4795596,7.300000191,6.900000095,7.099999905
Sweden,2007,,,,,,,,0.741552515,,,,56336,59545,115881,,,,32.7201,24.16745,28.41076,,,,53421.19936,5.602859974,13,17,51.5,57.20000076,35.29999924,25.29999924,47.4367612,4852045,6.5,5.900000095,6.199999809
Sweden,2008,,,,,,,,0.779033291,,,,53314,56387,109701,,,,30.05809,23.57089,26.87504,,,,52711.37501,5.739500046,12.80000019,16.5,50.90000153,57.29999924,36.09999847,25.70000076,47.38280762,4907721,6.599999905,6,6.300000191
Sweden,2009,,,,,,,,0.851904413,,,,50353,53293,103646,12,11.8,11.9,30.85942,24.04212,27.51092,,,,49554.50958,6.11534977,11.89999962,15.80000019,50.59999847,57.29999924,37.20000076,26.60000038,47.38380871,4924659,8,8.600000381,8.399999619
Sweden,2010,,,,2.01,,,,0.852524629,,,,48498,51359,99857,12.1,11.8,11.9,31.67232,24.50547,28.14822,,,,52076.43052,5.899149895,11.39999962,15.60000038,50.29999924,57,38.09999847,27.20000076,46.93656808,4972087,8.600000381,8.699999809,8.699999809
Sweden,2011,,,,,,,,0.755150134,,,,47999,50842,98841,12.1,11.9,12,32.49094,24.99552,28.8021,,,,53061.74649,5.787909985,11,15.10000038,49.59999847,57.29999924,39.20000076,27.39999962,47.15559283,5041402,7.800000191,7.800000191,7.800000191
Sweden,2012,,,,,,,,0.739763272,,,,48489,51360,99849,12.2,12,12.1,33.28494,25.42942,29.41638,,,,52519.85653,6.937190056,10.89999962,14.5,48.70000076,57.09999847,40.40000153,28.20000076,47.36297786,5087955,7.900000095,8.300000191,8.100000381
Sweden,2013,,,,,,,,0.847348652,,,,49661,52593,102254,12.3,12.1,12.2,14.46945,8.37337,11.46417,19,22,10.3,52723.08908,6.99323988,10.19999981,13.89999962,47.70000076,56.70000076,42,29.29999924,47.40423472,5118452,7.900000095,8.199999809,8.100000381
Sweden,2014,,,,,,,,0.992219729,,,,,54006,,12.4,12.2,12.3,14.81139,8.52351,11.70686,19.3,22.5,10.6,53385.96739,,14.10000038,17.29999924,42.09999847,51.79999924,43.70000076,30.70000076,47.36509335,5146596,7.699999809,8.199999809,8
Sweden,2015,,,,,,,,1.054240081,,,,52137,55199,107336,,,,,,,,,,54988.61669,,,,,,,,,,,,
United Kingdom,1990,,,,1.61,,,,0.298930554,,,,368934,386491,755425,,,,,,,,,,28184.95239,,,,,,,,43.28767584,29316619,,,
United Kingdom,1991,,,,,,,,0.309247932,,,,365847,383388,749235,,,,,,,,,,27744.72194,,,,,,,,43.47575207,29201542,7.400000095,9.399999619,8.5
United Kingdom,1992,,,,,,,,0.270431182,,,,363901,381494,745395,,,,,,,,,,27793.31312,,52.5,44.20000076,28.79999924,36.5,18.39999962,19,43.71510711,28914741,7.5,11.69999981,9.899999619
United Kingdom,1993,,,,,,,,0.239745439,,,,362430,380100,742530,,,,,,,,,,28457.35982,,50.5,42.20000076,27,34.70000076,19.70000076,20.79999924,44.07328737,28701206,7.800000191,12.60000038,10.5
United Kingdom,1994,,,,,,,,0.254586487,,,,360345,378058,738403,,,,,,,,,,29527.20685,,49.09999847,41.40000153,29.5,36.59999847,21.10000038,21.89999962,44.23173223,28684556,7.5,11.60000038,9.800000191
United Kingdom,1995,,,,1.71,,,,0.264547417,,,,356939,374620,731559,,,,,,,,,,30191.82472,,47.90000153,40.29999924,30.10000038,36.40000153,21.70000076,23,44.37410243,28641172,6.900000095,10.19999981,8.699999809
United Kingdom,1996,,,,,,,,0.254626384,,,,352024,369584,721608,,,,,,,,,,30918.45917,,48.59999847,40.40000153,28.20000076,35.79999924,22.89999962,23.39999962,44.55580218,28811150,6.400000095,9.800000191,8.300000191
United Kingdom,1997,,,,,,,,0.257553323,,,,346122,363494,709616,,,,,,,,,,31794.61639,,45.90000153,39.20000076,30,36.5,24,24.20000076,44.8887085,28951851,5.900000095,8.199999809,7.199999809
United Kingdom,1998,,,,,,,,0.291406085,,,,340068,357232,697300,,,,,,,,,,32772.51112,4.163980007,,,,,,,45.01254387,28975914,5.400000095,6.900000095,6.199999809
United Kingdom,1999,,,,,,,,0.333405882,,,,335017,352021,687038,,,,,,,,,,33680.15648,4.05384016,14.89999962,11.89999962,51.29999924,52.79999924,25.20000076,25.29999924,45.11304939,29306128,5.099999905,6.800000191,6
United Kingdom,2000,,,,1.56,,,,0.357300887,,,,331805,348740,680545,,,,,,,,,,34834.92517,4.230249882,13.89999962,11.69999981,51.90000153,52.59999847,26,26,45.34068551,29510178,4.900000095,6.199999809,5.599999905
United Kingdom,2001,,,,,,,,0.38497597,,,,330582,347550,678132,,,,,,,,,,35658.1449,4.347330093,13.30000019,11.69999981,51.90000153,52.59999847,27,26.5,45.42866436,29548771,4.199999809,5.300000191,4.800000191
United Kingdom,2002,,,,,,,,0.42333708,,,,331081,348167,679248,,,,,,,,,,36393.03667,4.703569889,12.80000019,11.19999981,51.59999847,53,27.89999962,26.29999924,45.64442591,29852850,4.5,5.800000191,5.199999809
United Kingdom,2003,,,,,,,,0.465641114,,,,333192,350469,683661,,,,,,,,,,37432.64202,4.847219944,12,11.10000038,51.70000076,52,28.70000076,27.39999962,45.50957659,30128896,4.099999905,5.5,4.900000095
United Kingdom,2004,,,,,,,,0.568943113,,,,336664,354192,690856,,,,,,,,,,38146.48727,4.699570179,11.69999981,10.60000038,57.59999847,60.09999847,30.20000076,28.5,45.69812375,30383510,4.300000191,5,4.699999809
United Kingdom,2005,,,,0.74,,,,0.686611306,,,,341212,359025,700237,,,,,,,,,,39020.6506,4.795199871,10.30000019,10.39999962,57.90000153,59.90000153,31,28.79999924,45.80576231,30662175,4.300000191,5.199999809,4.800000191
United Kingdom,2006,,,,,,,,0.735048678,,,,347061,365212,712273,,,,,,,,,,39765.93519,4.203629971,9.800000191,10,57.09999847,59.59999847,32.29999924,29.39999962,45.7951802,31175248,5,5.900000095,5.5
United Kingdom,2007,,,,,,,,0.778666112,,,,354024,372555,726579,,,,,,,,,,40477.87897,3.797489882,9.399999619,10.10000038,56,58.59999847,33.70000076,30.20000076,45.63760421,31286031,5,5.699999809,5.400000095
United Kingdom,2008,,,,,,,,0.787032622,,,,360895,379783,740678,,,,,,,,,,39973.05492,3.738990068,8.600000381,9.800000191,56.20000076,59,34.5,30.29999924,45.70788309,31695036,4.900000095,5.800000191,5.400000095
United Kingdom,2009,,,,,,,,0.75639086,,,,366084,385224,751308,13.5,13.7,13.6,31.33534,31.64985,31.4906,,,,38008.8212,3.890140057,7.900000095,9.199999809,55.29999924,57.79999924,35.90000153,31.79999924,45.81819005,31850479,6.5,8.800000191,7.800000191
United Kingdom,2010,,,,0.19,,,,0.783888647,,,,368531,387763,756294,13.7,13.9,13.8,33.88406,33.51393,33.70109,,,,38292.87113,4.183529854,7,8.199999809,54,57.20000076,38,33.29999924,46.00399903,31977257,6.800000191,8.699999809,7.900000095
United Kingdom,2011,,,,,,,,0.781677289,,,,367578,386705,754283,13.6,13.9,13.8,31.8825,34.3094,33.05904,,,,38744.11844,4.514160156,6.900000095,8,53.09999847,55.79999924,38.90000153,34.59999847,45.97044681,32196994,7.099999905,8.5,7.800000191
United Kingdom,2012,,,,,,,,0.695315843,,,,363727,382580,746307,,,,30.5029,31.12105,30.80299,,,,38929.30846,,6.099999905,7.400000095,52.40000153,55.09999847,40.40000153,36.09999847,45.95053916,32533294,7.400000095,8.399999619,8
United Kingdom,2013,,,,,,,,0.669533807,,,,358503,377009,735512,12.7,13.3,13.2,16.43458,16.48688,16.46,28.2,28.4,8.5,39504.75895,5.03482008,5.900000095,7.400000095,50.79999924,54.5,42.09999847,36.59999847,45.9131525,32772204,7,7.900000095,7.5
United Kingdom,2014,,,,,,,,0.753349499,,,,,372320,,13.2,13.4,13.3,17.04786,17.07118,17.05915,28.8,29.3,8.9,40326.81871,,16.10000038,17.29999924,39.79999924,43.70000076,43,37.5,45.96109248,33021739,5.800000191,6.699999809,6.300000191
United Kingdom,2015,,,,,,,,0.809355273,,,,352068,370149,722217,,,,,,,,,,40933.4628,,,,,,,,,,,,
United States,1990,,,,0.7,,,,1.12965052,,,,1954412,2053785,4008197,,,,,,,,,,36312.41418,,,,,,,,44.42046121,128187674,,,
United States,1991,,,,,,,,1.336260741,,,,1970189,2070195,4040384,,,,,,,,,,35803.86842,,,,,,,,44.50298008,128775875,6.5,7.300000191,6.900000095
United States,1992,,,,,,,,1.386885692,,,,1989502,2089731,4079233,,,,,,,,,,36566.17377,,,,,,,,44.58259125,131047302,7.199999809,8,7.599999905
United States,1993,,,,,,,,1.31868,,,,2006899,2106967,4113866,,,,,,,,,,37078.04968,,,,,,,,44.68946815,132506408,6.699999809,7.300000191,7
United States,1994,,,,,,,,1.226296089,,,,2014619,2114188,4128807,,,,,,,,,,38104.97247,,,,,,,,45.15785966,134973525,6.099999905,6.300000191,6.199999809
United States,1995,,,,0.52,,,,1.190787091,,,,2007886,2106686,4114572,,,,,,,,,,38677.71509,,,,,,,,45.20368276,136898357,5.699999809,5.699999809,5.699999809
United States,1996,,,,,,,,1.16341162,,,,1983132,2080825,4063957,,,,,,,,,,39681.51986,,,,,,,,45.33999121,138936079,5.5,5.5,5.5
United States,1997,,,,,,,,1.203960297,,,,1944206,2040534,3984740,,,,,,,,,,40965.84665,,12.19999981,16.5,54.09999847,51,33.70000076,32.40000153,45.48648372,141406624,5.099999905,5,5
United States,1998,,,,,,,,1.165714526,,,,1902661,1997748,3900409,,,,,,,,,,42292.8912,4.566800117,12.39999962,16.10000038,53.29999924,50.59999847,34.29999924,33.20000076,45.46099248,143515140,4.699999809,4.5,4.599999905
United States,1999,,,,,,,,1.148340047,,,,1874483,1968961,3843444,,,,,,,,,,43768.88499,4.605750084,12.39999962,15.5,53.09999847,50.5,34.59999847,34,45.58124888,145427290,4.400000095,4.199999809,4.300000191
United States,2000,,,,0.43,,,,1.112768997,,,,1870536,1965365,3835901,,,,,,,,,,45055.81792,4.572309971,12,15.10000038,52.59999847,50.59999847,35.40000153,34.29999924,45.54648729,147304598,4.199999809,4,4.099999905
United States,2001,,,,,,,,0.989741382,,,,1895954,1992299,3888253,,,,,,,,,,45047.4872,4.920939922,11.80000019,14.89999962,51.59999847,50.20000076,36.5,35,45.56960239,148424613,4.699999809,4.900000095,4.800000191
United States,2002,,,,,,,,0.927797486,,,,1945698,2044547,3990245,,,,,,,,,,45428.64568,5.195179939,,,,,,,45.66355846,149157182,5.699999809,6,5.900000095
United States,2003,,,,,,,,0.859481713,,,,2008020,2109849,4117869,,,,,,,,,,46304.03609,5.304969788,,,,,,,45.83689406,149776167,5.699999809,6.400000095,6.099999905
United States,2004,,,,,,,,0.925483969,,,,2065832,2170387,4236219,12.7,12.8,12.8,35.37453,36.94468,36.127,,,,47614.27986,5.041490078,,,,,,,45.78411023,150794965,5.5,5.699999809,5.599999905
United States,2005,,,,0.46,,,,0.921713167,,,,2106905,2213406,4320311,12.8,12.7,12.8,36.00504,36.47357,36.22994,,,,48755.61606,4.765850067,,,,,,,45.76484087,152846134,5.199999809,5.199999809,5.199999809
United States,2006,,,,,,,,0.964253917,,,,2127088,2234567,4361655,12.9,12.8,12.8,37.52263,37.20069,37.36785,,,,49575.40101,4.950260162,,,,,,,45.75664362,154681870,4.699999809,4.699999809,4.699999809
United States,2007,,,,,,,,0.951055243,,,,2130483,2238144,4368627,,,,,,,,,,49979.53384,4.979579926,,,,,,,45.80597904,155925413,4.5,4.800000191,4.699999809
United States,2008,,,,,,,,0.945865287,,,,2123089,2230423,4353512,12.9,12.9,12.9,38.44067,38.06288,38.25891,,,,49364.64455,5.052810192,,,,,,,45.95019076,157733269,5.5,6.300000191,5.900000095
United States,2009,,,,,,,,0.876651299,,,,2114386,2221335,4335721,13,12.9,12.9,39.15297,38.04807,38.62077,,,,47575.60856,5.017380238,,,,,,,46.12543051,157982313,8.100000381,10.39999962,9.399999619
United States,2010,,,,0.35,,,,0.835991599,,,,2111194,2218022,4329216,,,,39.89922,38.31808,39.13742,,,,48374.08679,5.034619808,,,,,,,46.20524159,157632512,8.600000381,10.60000038,9.699999809
United States,2011,,,,,,,,0.763850091,,,,2115142,2222196,4337338,,,,40.53132,39.31583,39.94494,,,,48774.78309,4.8259902,,,,,,,46.05738217,157979096,8.5,9.399999619,9
United States,2012,,,,,,,,0.761807514,,,,2123627,2231132,4354759,,,,41.12231,40.16515,40.66323,,,,49481.15865,,,,,,,,45.93673215,159324840,8,8.300000191,8.199999809
United States,2013,,,,,,,,0.737405823,,,,2134253,2242310,4376563,13.6,13.5,13.6,20.18248,19.9986,20.09422,32,31.7,11.2,49849.24298,,,,,,,,45.7926574,159815818,7.099999905,7.699999809,7.400000095
United States,2014,,,,,,,,0.780696606,,,,,2251691,,13.7,13.5,13.6,20.38445,19.9808,20.19044,31.9,32,11.6,50662.41306,,,,,,,,45.83927619,161074378,6,6.400000095,6.199999809
United States,2015,,,,,,,,0.784422626,,,,2147691,2256424,4404115,,,,,,,,,,51486.01217,,,,,,,,,,,,
