Time,"Country Name","Adult literacy rate, population 15+ years, both sexes (%)","Educational attainment, competed at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Energy use (kg of oil equivalent per capita)","Fossil fuel energy consumption (% of total)","Renewable energy consumption (% of total final energy consumption)","Terrestrial and marine protected areas (% of total territorial area)","Total greenhouse gas emissions (kt of CO2 equivalent)","GDP, PPP (constant 2011 international $)","Employment in agriculture (% of total employment)","Employment in industry (% of total employment)"
2013,"Luxembourg","","","7310.30992343934","84.5273190958","","","","48842281340.1846","1.39999997615814","11.6999998092651"
2013,"Macao SAR, China","","","","","","","","77917041830.1816","","12.6999998092651"
2013,"Macedonia, FYR","","","1349.47501692365","82.0413358623735","","","","24640069578.9049","18.1000003814697","30.6000003814697"
2013,"Madagascar","","","","","","","","31329495538.7322","",""
2013,"Malawi","","","","","","","","17607664359.1505","64.0999984741211","7.40000009536743"
2013,"Malaysia","","","3019.81923051913","94.8024837509449","","","","690044581380.045","12.6999998092651","27.8999996185303"
2013,"Maldives","","","","","","","","4501654227.81276","",""
2013,"Mali","","","","","","","","34675239621.784","",""
2013,"Malta","","13.08807","1734.59636160936","98.2556785764376","","","","12202340813.582","1.20000004768372","21.7999992370605"
2013,"Marshall Islands","","","","","","","","193788073.963713","",""
2013,"Mauritania","","","","","","","","14070155948.2755","",""
2013,"Mauritius","91.4900283813477","","1094.72586964","83.7811710744041","","","","21582917243.9936","8","30.2999992370605"
2013,"Mexico","93.9628524780273","14.32261","1545.77545264648","90.3798266849301","","","","1998989807706.46","13.3999996185303","23.6000003814697"
2013,"Micronesia, Fed. Sts.","","","","","","","","342234525.534165","",""
2013,"Moldova","","19.03649","862.658160618631","86.3312122576328","","","","16162065970.2651","28.7999992370605","17.7000007629395"
2013,"Monaco","","","","","","","","","",""
2013,"Mongolia","","","1826.45687180983","95.1750023649227","","","","30757005096.2173","",""
2013,"Montenegro","","","1651.29980827647","61.1274723410727","","","","8878986794.92964","4.5","17.7999992370605"
2013,"Morocco","","","564.389568000609","88.1048001924964","","","","240604236083.485","",""
2013,"Mozambique","","","407.372413683664","9.20732788047931","","","","27348721677.8104","",""
2013,"Myanmar","","","312.756048642691","30.0965909567508","","","","","",""
2013,"Namibia","","","742.347199683626","66.5127618706465","","","","21448961041.7433","31.3999996185303","14.3999996185303"
2013,"Nauru","","","","","","","","","",""
2013,"Nepal","","","369.679145820146","15.4652978052892","","","","60558825273.2816","66.5","11.1999998092651"
2013,"Netherlands","","27.21899","4605.42046288741","91.6810669392204","","","","762382432659.59","1.79999995231628","15.3000001907349"
2013,"New Caledonia","","","","","","","","","",""
2013,"New Zealand","","","4391.56007293848","61.1235463404824","","","","149762888282.604","6.40000009536743","20.2000007629395"
2013,"Nicaragua","","","593.668206953458","39.6287149680387","","","","27074172629.6242","",""
2013,"Niger","","","152.471806124377","24.9387952096467","","","","16100888419.3894","",""
2013,"Nigeria","","","773.021169035596","18.163415652509","","","","941462775527.185","",""
2013,"Northern Mariana Islands","","","","","","","","","",""
2013,"Norway","","","6438.75519895866","61.9482873240076","","","","322470516568.245","2.09999990463257","20.3999996185303"
2013,"Oman","","","6232.46415583458","100","","","","151726621876.086","",""
2013,"Pakistan","55.5949897766113","","474.860806436923","60.0751074315649","","","","810954485117.006","43.7000007629395","22.2999992370605"
2013,"Palau","99.5239715576172","","","","","","","268634100.642565","",""
2013,"Panama","","","1057.48008964488","75.4144061003361","","","","73151285918.278","",""
2013,"Papua New Guinea","","","","","","","","18728710649.0005","",""
2013,"Paraguay","","","764.137477498462","33.6151040549238","","","","53195031260.9932","23.3999996185303","17.2999992370605"
2013,"Peru","","","708.330654656247","76.5099649416112","","","","346422041765.122","","22.8999996185303"
2013,"Philippines","96.3980026245117","16.99506","457.131965223186","61.2463604573777","","","","621044038952.814","31","15.6000003814697"
2013,"Poland","","22.63151","2565.40831177631","91.145501727737","","","","881581870725.511","11.6999998092651","30.7999992370605"
2013,"Portugal","","","2082.81022960527","73.6923167406019","","","","269802505635.078","6.59999990463257","24.8999996185303"
2013,"Puerto Rico","","","","","","","","121602747285.265","",""
2013,"Qatar","97.4778518676758","20.51388","19120.3442840772","100","","","","280302071626.507","1.39999997615814","51.5999984741211"
2013,"Romania","","","1592.13149441397","73.4295361610316","","","","369988501296.027","26.2000007629395","29.5"
2013,"Russian Federation","","","5093.06477929833","90.7225699412161","","","","3608352767282.62","7","27.7000007629395"
2013,"Rwanda","","","","","","","","16797633966.2886","",""
2013,"Samoa","","","","","","","","1047215316.67029","",""
2013,"San Marino","","","","","","","","","",""
2013,"Sao Tome and Principe","","","","","","","","540452278.448162","",""
2013,"Saudi Arabia","94.4263381958008","1.60215","6363.39331369627","99.9964606313191","","","","1478747795506.51","4.90000009536743","24.2000007629395"
2013,"Senegal","42.8175010681152","3.1166","261.00416980726","52.1727077058779","","","","31159579709.2972","",""
2013,"Serbia","","11.45818","2078.49017857292","88.5776965810192","","","","92338137243.7605","21.2999992370605","25.8999996185303"
2013,"Seychelles","","","","","","","","2229961158.36295","",""
2013,"Sierra Leone","","","","","","","","11588693119.7292","",""
2013,"Singapore","96.540153503418","27.33778","4833.44507906968","97.4294382863515","","","","421384279235.337","","18.6000003814697"
2013,"Sint Maarten (Dutch part)","","","","","","","","","",""
2013,"Slovak Republic","","","3178.32789897205","66.9235742584742","","","","139902893611.34","3.29999995231628","35.9000015258789"
2013,"Slovenia","","","3323.24863722619","64.3098857449367","","","","56340266111.5559","7.19999980926514","31.3999996185303"
2013,"Solomon Islands","","","","","","","","1145659464.62869","",""
2013,"Somalia","","","","","","","","","",""
2013,"South Africa","","","2655.85016466498","86.7149606178374","","","","662033529403.253","5.09999990463257","23.6000003814697"
2013,"South Sudan","","","59.1200657248549","72.3759875950676","","","","22192852779.8577","",""
2013,"Spain","98.0791320800781","","2503.79419410685","72.7921958551526","","","","1455944426009.21","4.19999980926514","19.7999992370605"
2013,"Sri Lanka","","","487.520530638029","45.8741802418794","","","","210763820905.572","31.5","26.2000007629395"
2013,"St. Kitts and Nevis","","","","","","","","1139587178.47995","",""
2013,"St. Lucia","","","","","","","","1871906637.21358","",""
2013,"St. Martin (French part)","","","","","","","","","",""
2013,"St. Vincent and the Grenadines","","","","","","","","1112551161.96799","",""
2013,"Sudan","","","374.773682889786","32.1028991487306","","","","148174020203.126","",""
2013,"Suriname","","","","","","","","8388805093.61818","3.20000004768372","22.3999996185303"
2013,"Swaziland","","","","","","","","9799608788.44938","",""
2013,"Sweden","","22.03985","5131.53709869162","29.8114932231092","","","","416946811855.604","1.79999995231628","19.2999992370605"
2013,"Switzerland","","","3304.03286001118","52.1229042859096","","","","444201575288.995","3.20000004768372","20.5"
2013,"Syrian Arab Republic","","","668.134965115707","98.2997653000364","","","","","",""
2013,"Tajikistan","","","302.730903534982","43.5228594779293","","","","19958653930.8182","",""
2013,"Tanzania","","","469.733621407504","14.3627774834295","","","","113887487533.288","",""
2013,"Thailand","93.7020721435547","13.12545","1987.57590314404","80.4288643327245","","","","1006035885181.38","41.9000015258789","20.2999992370605"
2013,"Timor-Leste","","","","","","","","2406656341.67279","",""
2013,"Togo","","","462.572807469894","17.1662916839962","","","","8981135250.1421","",""
2013,"Tonga","","","","","","","","513904521.53514","",""
2013,"Trinidad and Tobago","","","14537.5704622322","99.9299494585088","","","","40973432145.351","",""
2013,"Tunisia","","","956.47719652781","88.2898163961298","","","","115540818655.781","15.5","33.2999992370605"
2013,"Turkey","95.2566604614258","","1528.20253045122","87.3526393808901","","","","1392197383270.93","21.6000003814697","27"
2013,"Turkmenistan","","","5011.61927051607","","","","","71028255139.6201","",""
2013,"Turks and Caicos Islands","","","","","","","","","",""
2013,"Tuvalu","","","","","","","","34844776.3055454","",""
2013,"Uganda","","","","","","","","60899459842.6448","71.9000015258789","4.40000009536743"
2013,"Ukraine","","","2553.16744926313","78.2302915539166","","","","379288910738.748","20","24.7999992370605"
2013,"United Arab Emirates","","","7691.01373919273","99.9076195231479","","","","560986243550.705","",""
2013,"United Kingdom","","28.38829","2977.66680774859","84.0356106380179","","","","2392528719277.61","0.899999976158142","18.7999992370605"
2013,"United States","","31.66066","6915.84473904353","83.2710900188126","","","","16099333541562.3","",""
2013,"Uruguay","98.3638687133789","7.1976","1350.51199115954","52.8968693773801","","","","65674219688.0221","9.30000019073486","21.6000003814697"
2013,"Uzbekistan","99.9948577880859","15.42068","1419.47776690297","97.6567096557033","","","","151281012585.149","",""
2013,"Vanuatu","","","","","","","","731628322.616058","",""
2013,"Venezuela, RB","","","2271.18753456735","88.3761640925145","","","","535572061140.563","7.40000009536743","21.2999992370605"
2013,"Vietnam","","","667.646466390744","66.242446532953","","","","459724894293.841","46.7999992370605","21.2000007629395"
2013,"Virgin Islands (U.S.)","","","","","","","","","",""
2013,"West Bank and Gaza","96.2848587036133","16.25624","","","","","","18755698036.0686","10.5","28.3999996185303"
2013,"Yemen, Rep.","","","323.718668117692","98.6970180794352","","","","93536033747.688","",""
2013,"Zambia","","","631.459247966986","12.1224661332243","","","","54221589790.8698","",""
2013,"Zimbabwe","","","757.537810882091","33.5863311532618","","","","25091757935.9754","",""
2012,"Afghanistan","","","","","","","18168.8632027705","56460103813.5996","",""
2012,"Albania","97.2469711303711","12.89966","685.956403023605","57.6323624250607","38.2218347471341","","8898.64091140274","28400134698.1744","",""
2012,"Algeria","","","1227.7234371135","99.8589173711226","0.190373797304754","","176471.226769797","494546068240.361","",""
2012,"American Samoa","","","","","","","58.7655192902151","","",""
2012,"Andorra","","","","","","","","","",""
2012,"Angola","","","689.050937615492","44.1787049222739","57.1752699706323","","41657.1648460299","150542734126.265","",""
2012,"Antigua and Barbuda","","","","","","","552.747914304263","1832798830.6538","",""
2012,"Argentina","","","1906.62981149596","89.7668987303502","8.77257826332822","","380295.320368897","813723024255.659","0.600000023841858","23.5"
2012,"Armenia","","","997.399221512393","77.3329432877543","6.56787286973008","","12319.3896093062","21646497945.2151","37.2999992370605","17.7000007629395"
2012,"Aruba","","","","","","","413.035551253609","","",""
2012,"Australia","","","5558.60942947927","94.2956994229274","8.44266614733211","","761686.273857649","966881953234.219","2.90000009536743","19.2999992370605"
2012,"Austria","","","3930.58355578316","66.5897384452544","34.4505992144591","","90460.2102892241","372217897510.522","4.19999980926514","26.3999996185303"
2012,"Azerbaijan","99.7757720947266","","1472.89739090323","98.4767015665508","2.84552172971103","","56537.0817767984","147693442627.257","37.7000007629395","14.3000001907349"
2012,"Bahamas, The","","","","","","","4865.20676738915","8495859697.43872","",""
2012,"Bahrain","","","9417.03778634454","","","","32849.1057287728","53677955325.1618","",""
2012,"Bangladesh","","","213.425947971158","72.9694013647713","38.2997229747086","","183300.562417687","421488777535.966","",""
2012,"Barbados","","","","","","","1540.61570884268","4333428163.7042","2.79999995231628","19.3999996185303"
2012,"Belarus","","","3222.61781487743","91.0472704631043","7.24939413080488","","109647.238750262","160007108813.136","10.1000003814697","33.2999992370605"
2012,"Belgium","","","4890.18961299022","71.3533558990073","7.38454222614672","","133373.684007061","452112907729.848","1.10000002384186","21.7999992370605"
2012,"Belize","","","","","","","1569.8585030674","2682771957.33409","",""
2012,"Benin","","","388.517195181751","42.2229689357224","50.5673841393421","","33533.0967333661","18026983504.5949","",""
2012,"Bermuda","","","","","","","632.876992070822","3378392789.57695","1.70000004768372","9.60000038146973"
2012,"Bhutan","57.0335998535156","4.54776","","","","","3296.96372502552","5295426154.38932","62.2000007629395","8.60000038146973"
2012,"Bolivia","94.4605712890625","","758.099758545027","85.0083283915247","27.9853059719218","","621726.72675282","59313864685.5243","",""
2012,"Bosnia and Herzegovina","","","1745.89745793237","91.9478033227574","15.2743589615979","","27108.4002030228","35772117465.6247","",""
2012,"Botswana","","","1008.87228282529","64.1896693149049","23.8516654375521","","82110.2767551773","29761330469.8683","",""
2012,"Brazil","91.3378524780273","","1391.90930936588","56.54666376033","43.6265127763827","","2989417.95671697","3030052207545.89","14.6000003814697","22.7000007629395"
2012,"British Virgin Islands","","","","","","","126.783599443422","","",""
2012,"Brunei Darussalam","","","9444.9634042889","99.9955353016648","0.0147907958516751","","14828.9670065495","29542778248.765","",""
2012,"Bulgaria","","","2513.35238098367","72.1871003864391","15.7507407035973","","67942.6956330647","114928161667.373","6.30000019073486","31.5"
2012,"Burkina Faso","","","","","","","43910.4023930555","25212337086.177","",""
2012,"Burundi","","","","","","","6254.37102422528","7257588873.80706","",""
2012,"Cabo Verde","85.3277893066406","","","","","","411.32501125158","3077160949.10556","",""
2012,"Cambodia","","","389.713769079617","29.0958619346218","72.6311873998056","","127399.586925028","41458659269.4694","",""
2012,"Cameroon","","","321.179660387171","27.3521627775229","78.11013984318","","100922.136209962","57749405977.9266","",""
2012,"Canada","","","7259.23788100396","73.6227142183662","20.5987217759522","","1027063.85487082","1452383005413.25","2.09999990463257","20"
2012,"Cayman Islands","","","","","","","448.880938380706","","0.699999988079071","15.3000001907349"
2012,"Central African Republic","","","","","","","515134.078641482","4198992582.76309","",""
2012,"Chad","","","","","","","109796.019972251","24938626546.7354","",""
2012,"Channel Islands","","","","","","","","","",""
2012,"Chile","","","2139.76397073527","70.0394421491718","30.2726133007203","","120687.892409947","367625947882.491","10.3999996185303","23.8999996185303"
2012,"China","","","2079.11971466541","87.9068839493796","18.362548391687","","12454710.6051","14880592037847.1","",""
2012,"Colombia","","9.95263","673.829309764562","75.5845145477952","26.2744366573836","","173411.767914881","555087935875.08","17.5","20.5"
2012,"Comoros","","","","","","","564.2206617218","993935016.280133","",""
2012,"Congo, Dem. Rep.","75.0171890258789","","292.387677198669","4.11161414829672","95.9568960827503","","802271.302846335","45027716855.6637","",""
2012,"Congo, Rep.","","","552.250157949208","36.8191097096468","48.1863066589929","","35743.9185202452","24423240906.7126","",""
2012,"Costa Rica","","","1015.71823672131","47.8293225545306","38.6240329941807","","12274.1340926836","63245914304.6615","13.3999996185303","19.5"
2012,"Cote d'Ivoire","40.9816284179688","","598.62493040563","24.6801540811143","74.3988993949229","","33502.160237923","58095348125.8286","",""
2012,"Croatia","","","1855.43465372937","79.1799372961572","19.9681308404715","","30421.0493635559","86131650373.86","10.6000003814697","28.5"
2012,"Cuba","99.7525329589844","14.1818","955.533332610397","85.8399344839606","18.8740932571624","","52418.4556499535","220755596246.271","19.2999992370605","19.2000007629395"
2012,"Curacao","","","13441.6193256536","","","","","","",""
2012,"Cyprus","","","1971.78879361872","94.165524866543","8.36186119085652","","7431.19345348047","27377726195.6293","2.29999995231628","20.2999992370605"
2012,"Czech Republic","","","4054.08501838826","76.7275195571086","10.9261400017188","","138957.424743003","297529321499.482","3","38.4000015258789"
2012,"Denmark","","","3097.92559230213","70.6877515042193","27.563600720041","","53703.2239270284","241107155273.933","2.40000009536743","19.7999992370605"
2012,"Djibouti","","","","","","","2766.30381501414","2456153748.56462","",""
2012,"Dominica","","","","","","","222.835577813651","718403418.348639","",""
2012,"Dominican Republic","90.1551818847656","","763.755736562628","87.1639861283577","13.192353574874","","33395.0844298818","117064282886.558","14.1999998092651","18.1000003814697"
2012,"Ecuador","92.0647277832031","","943.754895183648","88.3918002350431","13.3734071374082","","52746.5726940589","159164551066.427","27.7999992370605","17.7999992370605"
2012,"Egypt, Arab Rep.","73.865592956543","","913.131547459073","96.2921194555763","5.4994256110512","","295499.745446082","862355337097.102","27.1000003814697","24.8999996185303"
2012,"El Salvador","","","720.365967511457","47.3194825146369","34.0116111235761","","12577.7897375628","46863653084.9507","21","21"
2012,"Equatorial Guinea","","","","","","","6374.17105425022","29186077214.8929","",""
2012,"Eritrea","","","","22.1283843145524","80.4218971686481","","4977.88803281947","","",""
2012,"Estonia","","","4174.38776559391","19.5597493844909","24.9085515162449","","23292.7792109021","33446611827.9135","4.40000009536743","31.7000007629395"
2012,"Ethiopia","","","492.036827675471","5.05298648714456","93.4906201930365","","185292.168103158","113759545218.877","8.19999980926514","21.3999996185303"
2012,"Faroe Islands","","","","","","","47.5359335500332","","",""
2012,"Fiji","","","","","","","2258.17305672094","6599637952.60112","",""
2012,"Finland","","21.13881","6269.75541612617","43.0698326321547","39.1158770869893","","69072.9387223345","213792153077.148","3.79999995231628","22.8999996185303"
2012,"France","","","3844.55455919064","48.7460835344811","12.5887942241418","","499146.634492193","2443394772233.99","2.79999995231628","21.7999992370605"
2012,"French Polynesia","","","","","","","799.897576604797","","",""
2012,"Gabon","82.2837982177734","","1401.14869081847","41.9989401690952","69.5713728500493","","34570.626576672","28389268493.8593","",""
2012,"Gambia, The","","","","","","","3529.23152956181","2837619858.71151","",""
2012,"Georgia","","30.17271","968.766274509804","74.4628232768799","28.6926218930002","","14627.7492943065","30146083394.3267","",""
2012,"Germany","","","3876.94810409338","80.6252229786616","12.3840800256717","","951716.711065489","3461129325408.85","1.39999997615814","28.3999996185303"
2012,"Ghana","","","335.504871584229","52.6899560180091","49.4875219320513","","107784.294435056","93473665296.567","",""
2012,"Gibraltar","","","5473.31380166868","","","","473.005729316361","","",""
2012,"Greece","","","2404.96365282026","90.1189593737118","13.8954403683446","","100571.170745123","274097746136.091","12.5","16.7000007629395"
2012,"Greenland","","","","","","","262.843649773248","","",""
2012,"Grenada","","","","","","","726.185419740993","1165407280.7136","",""
2012,"Guam","","","","","","","85.8694584981447","","",""
2012,"Guatemala","78.2648620605469","1.93862","720.444181602431","30.8761577167161","66.2195613497278","","31515.4501791152","105356377430.523","32.2999992370605","19.5"
2012,"Guinea","","","","","","","101348.988273839","13925318144.7225","74.8000030517578","5.59999990463257"
2012,"Guinea-Bissau","","","","","","","7604.73449731623","2327594102.2258","",""
2012,"Guyana","","","","","","","6140.68725152308","4814892475.08514","",""
2012,"Haiti","","","395.897375289003","18.0710084157395","83.090350574474","","8835.46690838767","16306674053.9112","",""
2012,"Honduras","85.3555526733398","","662.416781722026","51.4848836276718","53.3861507468136","","20467.1629868832","35186343988.2885","38.2000007629395","19.5"
2012,"Hong Kong SAR, China","","","1993.61054426523","93.2827080280375","1.05731360254894","","58633.5167723061","360210135774.27","","11.6000003814697"
2012,"Hungary","","","2372.87399391272","71.6028989069519","10.185499566551","","62988.3997990485","221586316045.469","5","29.8999996185303"
2012,"Iceland","","","17630.0714650968","10.3307142985997","78.1393236888574","","5514.85399229931","12768815754.3505","5.5","18.2999992370605"
2012,"India","","","595.100060012442","72.3651880831734","38.9906216330861","","3002894.92752695","6106700380364.55","47.0999984741211","24.7999992370605"
2012,"Indonesia","","","854.072051655761","66.3095371584088","37.0628533793735","","780550.764031458","2302462467434.47","35.2999992370605","21.5"
2012,"Iran, Islamic Rep.","83.6259918212891","14.8149","2883.36671723109","99.3334176941617","0.929497113935958","","551144.132445905","1260317420786.05","",""
2012,"Iraq","","","1364.23343892954","97.3015435961433","1.58612909812262","","155529.505046712","479389275592.69","",""
2012,"Ireland","","","2871.11373985507","86.4835977485255","6.95511278314283","","62433.0138852174","209354252329.409","5.09999990463257","18.5"
2012,"Isle of Man","","","","","","","","","",""
2012,"Israel","","","3067.74249415334","96.6586087981408","8.67849741480222","","84044.4344111728","244218774260.603","1.20000004768372","17.6000003814697"
2012,"Italy","","","2709.30174223032","82.2013821135475","12.0920152700607","","482634.000294537","2069938584645.07","3.5","27.7999992370605"
2012,"Jamaica","","","1037.94401738678","82.217430751988","14.6560722397136","","15474.3204085017","22759799512.659","18.1000003814697","15.5"
2012,"Japan","","","3543.27421656234","94.536803279248","4.48148729400944","","1478858.88126732","4465104057760.92","3.79999995231628","25.8999996185303"
2012,"Jordan","97.8903198242188","","1122.29508792041","97.3210912123282","3.06691904519934","","27198.5945143973","71647552754.3083","2","18.7000007629395"
2012,"Kazakhstan","","","4399.11835951981","98.8764539452321","1.3582612145149","","366502.19730054","383322713676.82","25.5","19.3999996185303"
2012,"Kenya","","","477.564076496949","17.0153927268192","78.5326626787352","","54302.0956122537","113581550492.604","",""
2012,"Kiribati","","","","","","","58.0354562264246","178545034.343131","",""
2012,"Korea, Dem. People’s Rep.","","","575.735523376015","84.2450681910863","15.9830884017584","","109894.964984758","","",""
2012,"Korea, Rep.","","","5269.03054470702","83.2213632229225","1.59882449920394","","668989.651446327","1595195319034.79","6.19999980926514","24.5"
2012,"Kosovo","","","1311.78373587414","88.6315303171579","20.8900557184296","","","15139894776.0025","4.59999990463257","28.3999996185303"
2012,"Kuwait","95.5131683349609","","10121.4379773428","","","","99467.1164008466","263556266778.465","",""
2012,"Kyrgyz Republic","","","737.22642317021","73.8690001586927","22.4759417166349","","13794.7412448409","16091761027.9377","30.1000003814697","21.7000007629395"
2012,"Lao PDR","","","","","","","161718.737448862","29116363152.031","",""
2012,"Latvia","","","2170.58583240878","58.0418935861062","40.366469498026","","13943.921724239","41668102003.5675","8.10000038146973","23.6000003814697"
2012,"Lebanon","","","1456.5726362373","96.3699739199709","4.97238470129638","","20371.9733533155","73598592275.5204","",""
2012,"Lesotho","","","","","","","3472.70753642453","4903704069.69853","",""
2012,"Liberia","","","","","","","2833.94277850522","3227771169.87093","",""
2012,"Libya","","","2728.50651151932","99.0019660171721","1.69168751697216","","82129.133946468","141755476956.406","",""
2012,"Liechtenstein","","","","","","","","","",""
2012,"Lithuania","","","2468.99881617512","72.8931944548374","24.2753746699542","","29442.2123465731","70877080255.5309","8.80000019073486","25.2999992370605"
2012,"Luxembourg","","","7721.9641922154","87.218173117402","4.14259176107007","","12610.9976195246","46807700596.6691","1.20000004768372","12.3999996185303"
2012,"Macao SAR, China","","","","","","","1673.83779769139","70068890088.7209","0.200000002980232","12.8000001907349"
2012,"Macedonia, FYR","","","1431.80493604025","82.2039759132521","16.4684817692157","","12992.2469938559","23939767852.1085","16.6000003814697","30.1000003814697"
2012,"Madagascar","","","","","","","117932.597060147","30636048703.7798","75.3000030517578","7.90000009536743"
2012,"Malawi","","","","","","","21632.1320932947","16737323535.5758","",""
2012,"Malaysia","","","2724.22443158521","94.6323340190122","6.79578575814493","","279098.376755817","658983690151.73","12.6000003814697","28.3999996185303"
2012,"Maldives","","","","","","","727.131787406295","4299582711.56016","",""
2012,"Mali","","","","","","","77437.931654233","32402380433.8595","",""
2012,"Malta","","","2081.12193203085","98.7043738551579","2.60527016389965","","1921.12774774241","11858445882.9758","1","22.3999996185303"
2012,"Marshall Islands","","","","","","","7.9564226778","189353357.03134","",""
2012,"Mauritania","","","","","","","13343.1626272099","13262439093.6617","",""
2012,"Mauritius","91.7660064697266","","1067.78025324035","83.1532446536406","","","3537.54871124277","20915872797.7792","7.5","28"
2012,"Mexico","94.228401184082","","1545.49833444011","90.0225124001864","9.35089435158097","","663424.954361171","1972453164091.8","13.3999996185303","23.2999992370605"
2012,"Micronesia, Fed. Sts.","","","","","","","41.43738678","354873408.829702","",""
2012,"Moldova","","","959.53835335617","90.5707079061747","4.66681646773929","","11350.629999647","14773800534.6988","26.5","19.2999992370605"
2012,"Monaco","","","","","","","","","",""
2012,"Mongolia","","","1679.67542380033","96.3320032782868","3.21669606007016","","25944.2551989366","27547965752.972","35","18.2000007629395"
2012,"Montenegro","","","1711.79711279872","61.1821229113384","46.1954795274954","","","8574673306.86176","5.69999980926514","17.3999996185303"
2012,"Morocco","","","571.487188255949","89.3631961138336","11.3375396476102","","80436.7152145251","229747886208.358","39.2000007629395","21.3999996185303"
2012,"Mozambique","","","405.608914772544","8.36259240115334","88.4371895827227","","380308.292508061","25525753222.8233","",""
2012,"Myanmar","","","297.094116130566","27.0092321395146","78.7238455502797","","528416.217662507","","",""
2012,"Namibia","","","723.887425844753","65.5021752457814","32.9402578329674","","38049.2707847565","20301026946.993","27.3999996185303","13.8000001907349"
2012,"Nauru","","","","","","","4.57302008015847","","",""
2012,"Nepal","","","367.265267577716","15.1712121524153","84.7202688511678","","40762.7152881677","58157570334.6494","",""
2012,"Netherlands","","","4689.84238818327","91.5042456278325","4.65483804555953","","195873.763889571","766177908806.855","2.40000009536743","15.6000003814697"
2012,"New Caledonia","","","","","","","1660.24836192453","","",""
2012,"New Zealand","","","4375.37918831243","62.4176490110571","30.7800698457796","","78130.9798816606","147434768404.267","6.80000019073486","20.2000007629395"
2012,"Nicaragua","","","559.725875330992","43.3116240384639","53.1203971894805","","16323.0434302921","25900061720.8637","",""
2012,"Niger","15.4567003250122","","129.064421413238","29.6877361441591","","","11460.9158280465","15295085393.182","",""
2012,"Nigeria","","","796.632500933798","18.9496896242486","86.4723026264126","","301010.125866092","893275762114.417","",""
2012,"Northern Mariana Islands","","","","","","","12.4885857402","","",""
2012,"Norway","","","5909.60976357223","57.7732379952018","58.0179485735573","","63536.7320746753","319281831516.867","2.09999990463257","20.2999992370605"
2012,"Oman","","","6677.55766119296","","","","62201.5508044815","146013432911.262","",""
2012,"Pakistan","56.7643394470215","","483.43797450635","60.7185782258762","45.4876602788976","","369734.583692698","777020079943.001","",""
2012,"Palau","","","","","","","1.38875585904","275342330.170529","",""
2012,"Panama","","","1108.98692518032","78.3124932860155","22.8648390695006","","16248.7722905672","68606670978.9496","16.7000007629395","18.2000007629395"
2012,"Papua New Guinea","","","","","","","11087.4570564505","17746039336.5822","",""
2012,"Paraguay","","","783.335334641133","33.8169346028625","62.6775121178113","","50843.9542041131","46647463724.8769","27.2000007629395","16.7000007629395"
2012,"Peru","93.8417205810547","","715.613979987511","77.8868221700677","28.2498804521109","","74806.9567445781","327263830359.051","","23.7999992370605"
2012,"Philippines","","","448.390822647605","59.2942383073849","29.4027836263597","","167297.549725585","580115323633.749","32.2000007629395","15.3000001907349"
2012,"Poland","","","2566.57431316009","90.9785187086931","11.0841365261952","","414606.89232929","870571705420.594","12.1999998092651","30.7000007629395"
2012,"Portugal","","","2059.8890482826","75.1134287486659","25.5642514762682","","72524.218510274","272886548873.406","6.80000019073486","26.5"
2012,"Puerto Rico","","22.53394","","","","","3293.25487972272","122308888721.51","",""
2012,"Qatar","96.6785888671875","","18899.3577175108","","","","103155.120721373","268022170619.185","1.39999997615814","51.7999992370605"
2012,"Romania","","","1741.7226064268","76.4272009246288","21.6788334102372","","121762.225104696","357367692437.141","26.6000003814697","29.5"
2012,"Russian Federation","","","5174.40036805156","90.8788519053421","3.24500315811185","","2803398.4879042","3562768782753.32","7.30000019073486","27.7999992370605"
2012,"Rwanda","68.3310317993164","2.09757","","","","","6689.94889743344","16045959021.6784","75.3000030517578","6.69999980926514"
2012,"Samoa","","","","","","","356.086960000804","1067866343.45246","5.40000009536743","14.8000001907349"
2012,"San Marino","","","","","","","","","",""
2012,"Sao Tome and Principe","90.1430969238281","3.25908","","","","","195.486961272431","518737539.039142","26.1000003814697","21.3999996185303"
2012,"Saudi Arabia","","","6792.39350276327","99.9966059185653","0.00857538311969361","","549111.583031927","1440293242118.96","4.69999980926514","24.7000007629395"
2012,"Senegal","","","292.0835598676","45.7736917019694","51.3647277388253","","54185.3718787515","30110174678.5661","",""
2012,"Serbia","","","2018.7731010517","87.1593814565072","19.6094256895382","","","90022985423.23","21","26.5"
2012,"Seychelles","","","","","","","910.287358285027","2102748609.06036","",""
2012,"Sierra Leone","","","","","","","11810.8870188195","9618175219.31796","",""
2012,"Singapore","96.3630599975586","25.67773","4905.96048480198","97.6127137861809","0.517608066468923","","55910.2813044732","402562556977.468","","19.2000007629395"
2012,"Sint Maarten (Dutch part)","","","","","","","","","",""
2012,"Slovak Republic","","","3080.72503425285","66.8328684868671","10.4808356583089","","46301.2739711681","137933228307.507","3.20000004768372","37.5999984741211"
2012,"Slovenia","","","3409.07484545434","65.3901912859373","19.321734711102","","21074.7483377861","56942642784.009","7","31.2999992370605"
2012,"Solomon Islands","","","","","","","4591.46452705258","1112135401.37642","",""
2012,"Somalia","","","","","","","21916.3232231908","","",""
2012,"South Africa","93.7294692993164","","2680.54153446557","87.2449575542366","16.9338140808662","","450615.780893113","647704020796.938","4.90000009536743","23.6000003814697"
