Time,"Country Name","Adult literacy rate, population 15+ years, both sexes (%)","Educational attainment, competed at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Energy use (kg of oil equivalent per capita)","Fossil fuel energy consumption (% of total)","Renewable energy consumption (% of total final energy consumption)","Terrestrial and marine protected areas (% of total territorial area)","Total greenhouse gas emissions (kt of CO2 equivalent)","GDP, PPP (constant 2011 international $)","Employment in agriculture (% of total employment)","Employment in industry (% of total employment)"
2012,"South Sudan","","","58.6426653569656","70.068469856336","","","","19617170973.6121","",""
2012,"Spain","97.8945388793945","","2683.368790001","75.0081563640562","15.7452779323123","","348257.292233754","1480701335493.87","4.19999980926514","20.7000007629395"
2012,"Sri Lanka","","","551.047688993341","47.3120230504901","60.8586843808416","","30451.8263103441","203841940568.039","31","26.1000003814697"
2012,"St. Kitts and Nevis","","","","","","","194.567544142894","1076909823.23235","",""
2012,"St. Lucia","","","","","","","598.765917552075","1869316094.32647","",""
2012,"St. Martin (French part)","","","","","","","","","",""
2012,"St. Vincent and the Grenadines","","","","","","","319.21808524325","1094276649.11706","",""
2012,"Sudan","","","376.923358405533","32.8994887824513","63.9678587066101","","491982.266532203","143440484422.374","",""
2012,"Suriname","","9.18143","","","","","2657.8776235695","8157321361.85381","",""
2012,"Swaziland","","","","","","","3478.03453213704","9518883175.73871","",""
2012,"Sweden","","","5269.48599771372","30.9991557787887","49.9131719386059","","65767.7870645559","411835094412.549","1.79999995231628","19.7999992370605"
2012,"Switzerland","","","3201.67575752536","50.9139700279916","22.6829471706078","","54108.0975149024","436480966558.159","3.09999990463257","20.5"
2012,"Syrian Arab Republic","","","749.306263112678","98.0946422450939","2.37499371900648","","77118.711861813","","",""
2012,"Tajikistan","","","285.785940083438","38.384097755706","57.9730758634965","","15364.5752926943","18583476559.5105","",""
2012,"Tanzania","78.1005935668945","","462.449545138709","13.2437916365023","88.1735242247949","","235353.116917654","106175870333.219","",""
2012,"Thailand","","","1878.92589392582","80.1621366082619","23.0230560779748","","440411.679002401","979566840227.493","39.5999984741211","20.8999996185303"
2012,"Timor-Leste","","","","","","","959.347403614566","2342077012.2898","",""
2012,"Togo","","","462.969461044201","17.218102605253","72.7104869014529","","22931.8554918877","8638382159.23653","",""
2012,"Tonga","","","","","","","158.360797652921","528032245.634813","",""
2012,"Trinidad and Tobago","","","14346.9367066718","99.9280479815898","0.324166135288906","","61308.5253484805","40272782172.2745","",""
2012,"Tunisia","80.21875","","950.51087914637","88.2646463619022","13.0479095374502","","39721.0088471343","112943126775.164","15.8999996185303","32.9000015258789"
2012,"Turkey","94.9197463989258","","1561.83509381338","89.3593191368773","12.8350349822689","","445640.078387113","1336177995898.46","22.2000007629395","26.6000003814697"
2012,"Turkmenistan","","","4944.3223883667","","","","92178.0749079615","64453951973.0168","",""
2012,"Turks and Caicos Islands","","","","","","","19.1849644977968","","",""
2012,"Tuvalu","","","","","","","5.23991676902267","34398222.837107","",""
2012,"Uganda","70.1982192993164","1.69884","","","","","80725.0849205519","58970684087.1838","",""
2012,"Ukraine","","","2686.53095959275","79.2535358538366","2.8335707961044","","404900.30485731","379288910738.748","19.7000007629395","25.7999992370605"
2012,"United Arab Emirates","","","7552.5205019982","99.9054578089943","0.133041001442044","","204888.718962496","537748206291.78","",""
2012,"United Kingdom","","","3028.13418461138","85.2586974411355","4.35069563220353","","585779.783273432","2341944959440.08","1","19"
2012,"United States","","","6812.48960471113","83.7029078696884","7.91839642846153","","6343840.50774614","15863049462118.7","",""
2012,"Uruguay","98.3959426879883","","1365.35214659412","58.4112516290178","46.3742560180793","","34237.8295185601","62763536440.1566","",""
2012,"Uzbekistan","","","1625.98814421737","97.9849723784843","2.37391619326812","","177223.750994586","140075011652.916","",""
2012,"Vanuatu","","","","","","","446.220596935657","717499705.292432","",""
2012,"Venezuela, RB","","","2447.28413433295","89.2585692143404","11.1975413131122","","281921.368594355","528474156265.564","7.69999980926514","21.2000007629395"
2012,"Vietnam","","","674.783648540917","67.1384946443837","35.5792424877634","","310664.069273385","436081087957.563","47.4000015258789","21.1000003814697"
2012,"Virgin Islands (U.S.)","","","","","","","61.4927757344388","","",""
2012,"West Bank and Gaza","95.9137573242188","","","","","","","19594339840.2037","11.5","27"
2012,"Yemen, Rep.","","","240.413857094493","98.240788289463","1.00075568537744","","40924.6276912645","89804042203.1327","",""
2012,"Zambia","","","616.627805981653","10.4992126953195","88.1521280758613","","320254.218335756","51574861193.8671","52.2000007629395","9.5"
2012,"Zimbabwe","","3.39972","742.169328828253","32.8244243738283","75.6025323245236","","72057.8033221346","24014906671.6054","",""
2011,"Afghanistan","31.741117477417","","","","10.8075248912667","","17981.3072867677","49338254430.557","",""
2011,"Albania","96.8452987670898","","770.340266732765","61.7657481960022","36.1523222481874","","8712.29636455369","28002499209.9127","",""
2011,"Algeria","","","1138.91272880464","99.8874756325738","0.179939197048119","","172303.509195404","478284398685.069","10.8000001907349","30.8999996185303"
2011,"American Samoa","","","","","","","57.7435092847854","","",""
2011,"Andorra","","","","","","","","","",""
2011,"Angola","","","638.642145744456","39.5575837910838","57.70308052512","","40878.6519582578","143162097316.44","",""
2011,"Antigua and Barbuda","","","","","","","537.80583894233","1761975488.69485","",""
2011,"Argentina","","","1918.5063785877","89.6416518903184","8.95107637128109","","372873.14375805","822381670751.028","3.09999990463257","25.2999992370605"
2011,"Armenia","99.7444076538086","24.42338","914.953719427059","71.549929885755","8.01900315689258","","12417.7361164488","20192628679.6198","38.9000015258789","16.7000007629395"
2011,"Aruba","","","","","5.66206401405908","","401.203383231042","3671232222.36581","0.600000023841858","14"
2011,"Australia","","","5638.49922453082","94.9956649590493","7.47757918565741","","785795.149950158","932989069866.557","2.90000009536743","19.6000003814697"
2011,"Austria","","","3943.43241246083","69.0866915769087","31.4592780403524","","92315.0525967119","369420225149.471","4.40000009536743","26.2999992370605"
2011,"Azerbaijan","99.7786331176758","","1369.35099893362","97.8625715488742","3.55633055607038","","53982.832512624","144514131462.76","37.9000015258789","14.1000003814697"
2011,"Bahamas, The","","","","","1.60849937776162","","4726.37931595067","8311566260.03648","3.70000004768372","12.8999996185303"
2011,"Bahrain","","","9628.85390202555","99.9179351334485","","","31941.0424444878","51818347905.0905","",""
2011,"Bangladesh","","","205.961656735218","71.9592751843179","39.5537384758395","","180498.432989672","395684471605.039","",""
2011,"Barbados","","","","","9.47726964900658","","1497.6461338935","4321705634.85739","3.29999995231628","20.3999996185303"
2011,"Belarus","","","3097.71286815159","91.3924705961574","7.37848466775092","","108921.434693533","157283909016.623","10.3999996185303","34.0999984741211"
2011,"Belgium","","","5214.64617572601","70.9031506919033","5.46170735535216","","137517.867915404","451396735849.573","1.20000004768372","23.2999992370605"
2011,"Belize","","","","","26.8002952634995","","1536.23743731011","2586033030.36327","",""
2011,"Benin","","","384.334055157422","41.653796022033","51.1920440498255","","33289.5519203445","17227124154.8024","",""
2011,"Bermuda","","","","","","","614.875651538293","3550019929.12843","1.70000004768372","10"
2011,"Bhutan","","","","","89.9623125596346","","3259.60738958883","5039821055.27253","60.0999984741211","9.19999980926514"
2011,"Bolivia","92.2261505126953","","669.892594320555","83.313097835288","32.6775903791362","","620981.955546628","56423688392.2173","",""
2011,"Bosnia and Herzegovina","","","1864.55479854187","93.9966429465491","14.1625241678656","","26405.844115572","36109082952.2727","",""
2011,"Botswana","","","1026.22952702438","64.907312505654","24.5427801705814","","81891.0361459063","28491611416.5336","",""
2011,"Brazil","91.4112396240234","","1346.6496534289","54.5665920327541","45.470280030075","","2953040.51916222","2973103637563.73","15.6999998092651","21.7000007629395"
2011,"British Virgin Islands","","","","","","","123.516315347448","","",""
2011,"Brunei Darussalam","96.085563659668","","9695.71378144066","99.9956363279571","0.0158307065371632","","14494.4915224535","29265239981.1196","",""
2011,"Bulgaria","98.3524475097656","","2616.61836542952","75.0390918967722","13.2755591691211","","72946.6230665323","114656341418.804","6.59999990463257","31.6000003814697"
2011,"Burkina Faso","","","","","80.0100589387548","","43660.150208767","23684080409.0061","",""
2011,"Burundi","","","","","96.6463198255364","","6151.9955362651","6977151645.62124","",""
2011,"Cabo Verde","","","","","21.2017319913292","","403.671489287392","3044224922.25246","",""
2011,"Cambodia","","","379.892235364127","29.0266703103735","72.252127091653","","126838.759921248","38652011936.303","",""
2011,"Cameroon","","","317.925911966273","26.7289000279702","78.441179507989","","100386.545956658","55215701705.029","",""
2011,"Canada","","","7484.16380386212","73.4262854129588","20.6911805749275","","1033481.98200961","1427466965184.4","2.20000004768372","19.7999992370605"
2011,"Cayman Islands","","","","","","","436.231619029776","2823463451.74062","0.400000005960464","14.8999996185303"
2011,"Central African Republic","","","","","78.3746143693353","","513289.515718343","4080711501.63792","",""
2011,"Chad","","","","","90.6072397721715","","109463.638704445","22904148162.6154","",""
2011,"Channel Islands","","","","","","","","","",""
2011,"Chile","96.703010559082","10.82799","1953.89716070961","76.6791171838768","28.7220853776592","","117661.680608773","348602266871.489","10.3999996185303","23"
2011,"China","","","1994.39959230134","88.1776101939524","18.0164825235789","","12064260.00255","13810256092313.3","2.5","46.9000015258789"
2011,"Colombia","93.5805282592773","","673.434311259259","75.7184354780395","26.4177417436926","","170199.57902723","533512971123.156","18.2000007629395","20.5"
2011,"Comoros","","","","","46.8494501374422","","554.335660086527","964985452.962115","",""
2011,"Congo, Dem. Rep.","","","309.806681344277","3.81466245919915","96.2616685405722","","800756.941604716","42019985292.7179","",""
2011,"Congo, Rep.","79.3111724853516","","532.359210855465","36.4427113498113","49.544628062836","","35504.4557838841","23529134761.3866","",""
2011,"Costa Rica","97.4065780639648","","1011.84809347358","48.264809793525","40.5023101876756","","11994.6875158322","60138221906.1552","14.1000003814697","19.7999992370605"
2011,"Cote d'Ivoire","","","565.480816215279","20.8677616437152","79.31484698331","","33027.4827204803","52476906028.6953","",""
2011,"Croatia","99.125358581543","","1971.42821767491","81.5954707102398","17.2173333186891","","30453.5113317779","88057853550.8649","12.8000001907349","28.6000003814697"
2011,"Cuba","","","980.538381446841","86.6178338757448","19.5278621003757","","51170.7478479685","214295881623.133","19.7000007629395","17.1000003814697"
2011,"Curacao","","","16162.0290258634","99.9998769349417","","","","","",""
2011,"Cyprus","98.6784286499023","","2120.69558426858","94.8940948336657","7.41574686134132","","7652.33091598057","28064765592.9563","2.90000009536743","21.1000003814697"
2011,"Czech Republic","","","4077.35605875256","78.5820910449056","10.2369266855312","","144613.247371501","300232333288.103","3","38.7000007629395"
2011,"Denmark","","","3230.18803095984","74.8222782100362","23.952307126784","","58416.0447370069","241284069587.679","2.20000004768372","20"
2011,"Djibouti","","","","","34.4441895634032","","2701.62250690939","2342710799.37195","",""
2011,"Dominica","","","","","11.5508478042034","","217.382774399324","727543410.948494","",""
2011,"Dominican Republic","90.1062698364258","","740.357270368221","87.1655729123589","13.2016280824302","","32578.1585810517","114064938249.578","14.6999998092651","17.7000007629395"
2011,"Ecuador","91.5868988037109","","934.377635518354","88.4723351740893","13.2200206810377","","51593.6633841968","150664137576.237","28.2999992370605","17.6000003814697"
2011,"Egypt, Arab Rep.","","","908.219582856344","96.4583060930855","5.51838831863504","","288287.828043016","843842460027.439","29.2000007629395","23.5"
2011,"El Salvador","85.4939880371094","","708.668967275773","47.381766794729","34.0188568424549","","12293.6068691146","45998442862.0993","21.6000003814697","21.2999992370605"
2011,"Equatorial Guinea","","","","","29.8151424066013","","6243.10307072571","27599848771.6638","",""
2011,"Eritrea","","","160.066210564293","21.682701839697","80.7803657418306","","4912.88017286787","6758835465.49469","",""
2011,"Estonia","99.8857879638672","","4237.72919132254","18.8779781157611","24.9835412164041","","24378.846055451","31798623326.3762","4.19999980926514","33.0999984741211"
2011,"Ethiopia","","","483.123436378378","5.11343855350451","93.9846829704548","","184045.876084179","104704865663.231","9.5","22.1000003814697"
2011,"Faroe Islands","","","","","","","47.0270853151734","","",""
2011,"Fiji","","","","","12.2221321370606","","2213.24287418135","6493470336.87079","",""
2011,"Finland","","","6530.01370383678","47.0749732347056","35.1273844891188","","76124.6255948726","216885348844.895","4","23"
2011,"France","","","3853.84945996173","48.4275856623394","11.3047732278128","","502656.654982811","2438939000587.44","2.79999995231628","22.2000007629395"
2011,"French Polynesia","","","","","9.37770778185819","","778.586485586382","","2.79999995231628","15.8000001907349"
2011,"Gabon","","","1380.06134541475","41.382774829472","68.2558799445939","","34324.7623145748","26972900729.6627","",""
2011,"Gambia, The","","","","","48.834288700662","","3505.92445910053","2680483729.05378","",""
2011,"Georgia","","","914.67535483871","72.7650663715129","31.5376625508255","","14665.8003034717","28345977228.4492","",""
2011,"Germany","","","3797.77835489281","80.3702087567313","11.5781786333815","","929540.263405034","3447162434101.29","1.5","28.3999996185303"
2011,"Ghana","","","317.743989681209","49.9121183726762","53.4991253045253","","107126.215493213","85526138706.1051","",""
2011,"Gibraltar","","","5436.08974152638","100","","","459.115654966115","","",""
2011,"Greece","","","2408.93474132453","90.8301853797714","11.1240528610577","","105013.933556742","295684149541.039","11.6999998092651","17.7999992370605"
2011,"Greenland","","","","","","","260.212684343796","","4.59999990463257","12.6000003814697"
2011,"Grenada","","","","","10.0301355572773","","705.684685472562","1179028540.57174","",""
2011,"Guam","","","","","","","84.7696534428198","","",""
2011,"Guatemala","","","724.285879457356","30.9210722477406","66.4174054652603","","30950.2537441356","102317687975.176","37.5999984741211","19.8999996185303"
2011,"Guinea","","","","","76.3215213851067","","100814.392078924","13396928289.8999","74.8000030517578","5.59999990463257"
2011,"Guinea-Bissau","","","","","88.6336059577989","","7571.17684486716","2370210506.16429","",""
2011,"Guyana","","","","","36.1084556838633","","6042.57849427375","4593641613.95101","",""
2011,"Haiti","","","387.376994723452","17.9601653682018","79.0056504878541","","8695.42577952115","15849403538.3438","",""
2011,"Honduras","85.1233062744141","","663.949366876015","52.1485077861039","53.9132038101431","","20084.1362219677","33791210423.4101","36.5999984741211","19.2999992370605"
2011,"Hong Kong SAR, China","","","2088.27097120878","94.3147674369864","1.06513436699193","","56946.3878595726","354187869989.884","","11.5"
2011,"Hungary","","","2504.3347055129","73.3366030578705","9.6424529061443","","64385.0040495242","225392966824.296","4.90000009536743","31"
2011,"Iceland","","","18157.598099143","10.2549525871951","77.2675060017114","","5530.25743465459","12619535282.2758","5.30000019073486","18.5"
2011,"India","69.3025588989258","","574.320362310253","71.4073454771935","39.8541300419949","","2828845.82898461","5781843853973.66","",""
2011,"Indonesia","92.8119125366211","","838.647233683551","65.4340989002535","38.4507992252419","","763553.164939774","2171518784772.08","36.2000007629395","20.8999996185303"
2011,"Iran, Islamic Rep.","","","2825.05472351004","99.4283403925984","0.911569389443978","","545075.014864847","1349501772422.72","",""
2011,"Iraq","","","1251.42010303957","97.4393976843453","1.32394791367872","","151457.060059124","420751532114.547","",""
2011,"Ireland","","26.8378","2878.95653595071","87.9021121944544","7.08741390399967","","61268.1023659476","209038358674.961","5","19.1000003814697"
2011,"Isle of Man","","","","","","","","","",""
2011,"Israel","","","2980.17615699606","96.483986053593","9.02175159345035","","81703.9131146652","237433528959.788","1.39999997615814","19.8999996185303"
2011,"Italy","98.8482818603516","","2810.61471284451","84.9995344015926","11.1002348529515","","482619.037546784","2129983218994.55","3.5","28.5"
2011,"Jamaica","","6.81113","1063.54862773248","82.6093043519749","13.8752650263304","","15053.5054602312","22897990166.7864","17.6000003814697","16.1000003814697"
2011,"Japan","","","3614.38479869979","89.7051101188241","4.62610547446526","","1396767.26078631","4388645064778.76","",""
2011,"Jordan","95.9044494628906","","1045.19589235561","95.9931145477045","3.02144386842695","","26440.7735323218","69797089967.4539","1.70000004768372","18.2000007629395"
2011,"Kazakhstan","","","4670.9907831318","98.9338316937763","1.38189977497309","","350475.734882164","366465309442.467","26.5","19"
2011,"Kenya","","","485.509134075813","18.9148496307714","77.1205051481577","","53513.9923820998","108633362952.274","",""
2011,"Kiribati","","","","","2.89478866870843","","56.6998132419489","173665023.65637","",""
2011,"Korea, Dem. People’s Rep.","","","568.313871759979","84.1793918037299","15.878858881138","","107165.318927918","","",""
2011,"Korea, Rep.","","","5233.06121965213","82.7455231406255","1.32246037910361","","650085.534882287","1559446833866.66","6.40000009536743","24.7999992370605"
2011,"Kosovo","","","1411.50680892953","88.6430812659121","19.7435360037791","","","14726312524.7371","",""
2011,"Kuwait","","","10040.4401606455","","","","96788.1942169604","247177337169.866","",""
2011,"Kyrgyz Republic","","","600.285242809995","70.1008025476591","25.9507401694167","","13853.6745152227","16105958461.3669","",""
2011,"Lao PDR","","","","","86.5279217784091","","161456.982700603","26953553165.4114","",""
2011,"Latvia","99.8958969116211","","2066.63756870509","62.8938992715436","35.5350854111284","","14150.0953121195","40063466248.9046","8.69999980926514","23"
2011,"Lebanon","","","1382.39078441134","95.5187859953516","5.23166231084594","","19791.4958766257","72014278181.3865","",""
2011,"Lesotho","","","","","4.2366830764063","","3449.40565110162","4670478082.00587","",""
2011,"Liberia","","","","","89.3924845411912","","2797.37082211107","2988830566.66257","",""
2011,"Libya","","","2157.4839886195","98.8227746762044","2.25655671924674","","80072.8192017551","69322560014.4654","",""
2011,"Liechtenstein","","","","","","","","","",""
2011,"Lithuania","99.8155975341797","","2412.48070169066","73.8759517274449","23.0945555739396","","29324.6896732865","68258937327.5428","8.30000019073486","24.6000003814697"
2011,"Luxembourg","","","8056.357999564","87.0091372367121","3.71949169019675","","12929.5408156803","47207583281.7213","1.10000002384186","12.8000001907349"
2011,"Macao SAR, China","95.6400375366211","","","","0.182574935449807","","1626.73889331222","64148196571.8922","0.200000002980232","12.8999996185303"
2011,"Macedonia, FYR","","","1511.24601140042","82.1130245526599","17.822637051876","","12645.7140398317","24049477821.1181","18.1000003814697","30.2999992370605"
2011,"Madagascar","","","","","78.8537331510289","","117586.217732155","29735787033.419","",""
2011,"Malawi","","","","","79.2444554755884","","21525.7616594699","16427533195.5102","",""
2011,"Malaysia","","","2717.39976628261","94.7480842801589","6.54437330194014","","271818.836761596","624786298313.787","11.5","28.8999996185303"
2011,"Maldives","","","","","3.23934627940904","","706.853988130539","4194858489.01499","",""
2011,"Mali","33.5609397888184","","","","83.8728138077592","","77134.1826164302","29134739169.0792","",""
2011,"Malta","93.3073577880859","","1964.8711887534","99.0966031839572","0.995532050976647","","2025.45733335841","11729422238.3538","1.10000002384186","24.5"
2011,"Marshall Islands","98.2650833129883","3.66325","","","","","7.8784185339","184170375.016325","",""
2011,"Mauritania","","","","","33.2825908153162","","13153.8609240339","12535969841.7305","",""
2011,"Mauritius","89.2498397827148","","1053.50988977998","82.4397083567022","3.36485891150297","","3441.62204183213","20263009431.345","7.59999990463257","28.2000007629395"
2011,"Mexico","93.5199813842773","","1525.35269911867","89.191028857482","9.63166989165226","","652861.29145972","1896258212126.06","13.3999996185303","24.1000003814697"
2011,"Micronesia, Fed. Sts.","","","","","","","41.03113789","352882555.847251","",""
2011,"Moldova","","","971.407471827136","91.159670776419","4.38451434918518","","11433.4868914836","14877946210.3745","27.5","18.7000007629395"
2011,"Monaco","","","","","","","","","",""
2011,"Mongolia","","","1564.48286635299","95.2563683185823","3.5439791155586","","25428.9476397532","24526362150.3039","33","17.2999992370605"
2011,"Montenegro","98.4422073364258","","1815.52995666681","63.0441155047381","43.1886771152975","","","8814769721.3662","5.59999990463257","18.8999996185303"
2011,"Morocco","67.0841598510742","","560.440740681995","89.0567850200288","11.7989746098004","","78381.399786628","223034630236.893","39.7999992370605","21.7999992370605"
2011,"Mozambique","","","410.655771747451","9.10803815272205","88.9293416422434","","380073.237805556","23811739934.0183","",""
2011,"Myanmar","","","273.821553176818","20.9542578147743","84.5191515885729","","526919.838488792","","",""
2011,"Namibia","89.400993347168","","715.326264496168","65.7814366287538","33.4225006895249","","37855.6522446755","19322996884.943","29.7999992370605","16.6000003814697"
2011,"Nauru","","","","","","","4.50535379689799","","",""
2011,"Nepal","59.6272506713867","","388.848995282686","12.9866257833687","86.9455155016799","","33160.9713713475","55503825716.8332","",""
2011,"Netherlands","","","4637.76701642849","92.3206659361961","4.36388832310723","","200143.54444018","774363217659.84","2.40000009536743","15.3999996185303"
2011,"New Caledonia","","","","","4.00568831727479","","1616.70937034626","","",""
2011,"New Zealand","","","4177.19730839416","59.7915734829231","32.199223363926","","75851.1222399306","143507535760.794","6.90000009536743","20.2999992370605"
2011,"Nicaragua","","","527.154663213372","48.6137322878676","51.4944496968777","","16068.6412130905","24528765812.9445","",""
2011,"Niger","","","114.213478488312","24.1928642321406","81.2749467804239","","11342.1190258822","13679084420.6116","",""
2011,"Nigeria","","","775.038416677653","18.9856648495815","86.1695466179107","","296799.948975518","856618673550.592","",""
2011,"Northern Mariana Islands","","","","","","","12.3661486251","","",""
2011,"Norway","","","5652.42652664358","57.2938439115153","56.6191862277655","","64181.1477579667","310740299177.242","2.20000004768372","20.3999996185303"
2011,"Oman","","","7155.12259645863","100","","","60705.5913108149","136358363675.009","",""
2011,"Pakistan","54.7380218505859","","488.938003720719","60.8437913739964","45.129526148454","","362475.094356567","750693024684.963","45.0999984741211","21.2000007629395"
2011,"Palau","","","","","2.67902381354501","","1.37514060552","266804583.498575","",""
2011,"Panama","","","1102.19178327742","79.7098845880993","22.2092691872969","","15860.4557625829","62809393882.587","17","18.6000003814697"
2011,"Papua New Guinea","","","","","53.4069179427052","","10888.0894662948","16418209555.3196","",""
2011,"Paraguay","","","774.705688790633","33.6371116699694","63.1114379927601","","50445.1164029722","47232661525.6067","26.3999996185303","17.5"
2011,"Peru","","","692.788122107033","75.9199301518594","29.5472591623523","","73289.702901321","308884153438.685","","23.7000007629395"
2011,"Philippines","","","426.955233483567","59.563870601507","29.4105609182024","","163797.78766544","543770720548.511","33","14.8999996185303"
2011,"Poland","","","2654.49397325583","92.1183798905688","10.5797832627311","","422791.468168537","857184989822.495","12.3999996185303","31"
2011,"Portugal","94.47705078125","","2163.94375215485","75.6590375736355","27.1624980381712","","71977.8870090626","284340514750.743","6.5","28.2000007629395"
2011,"Puerto Rico","","","","","1.00011681508173","","3247.52000136847","125796598245.822","1.60000002384186","13.5"
2011,"Qatar","96.406867980957","","16424.5792435016","100","","","100891.323358578","255552315250.751","1.39999997615814","54.2000007629395"
2011,"Romania","98.6042861938477","","1777.10615416442","77.6518382039965","21.1127321392619","","126194.415552348","355091676628.301","26","29.8999996185303"
2011,"Russian Federation","","","5057.52088746411","90.9228637774668","3.22775687220058","","2777724.31014007","3441692056998.75","7.69999980926514","27.5"
2011,"Rwanda","","","","","86.7516151627137","","6620.24670057814","14749703249.8507","",""
2011,"Samoa","98.973258972168","","","","23.1520742110294","","348.882192362577","1063589611.12987","37","12.1999998092651"
2011,"San Marino","","","","","","","","","",""
2011,"Sao Tome and Principe","","","","","43.2151403088971","","190.736300569879","495976459.900483","",""
2011,"Saudi Arabia","","","6187.28886923285","99.9962295586189","0.0091158129498066","","514967.262649612","1366703554588.84","4.30000019073486","22.5"
2011,"Senegal","52.0519599914551","2.0494","303.731533188995","47.4972165002072","49.5687010035022","","53810.0458870121","28838075191.298","46.0999984741211","18.1000003814697"
2011,"Serbia","97.9624099731445","11.80171","2236.08786664379","89.1290170962917","17.6721510567346","","","90946336647.8345","21.2000007629395","26.7999992370605"
2011,"Seychelles","","","","","0.50794234205294","","883.831427003904","1972370136.58509","3.59999990463257","17.8999996185303"
2011,"Sierra Leone","","","","","80.3459806067674","","11731.1661612871","8360278063.01951","",""
2011,"Singapore","96.1793365478516","24.5494","5069.17179429009","97.7014503745766","0.490260318241548","","54413.5540095278","388311014282.003","","19.6000003814697"
2011,"Sint Maarten (Dutch part)","","","","","","","","1214600998.53945","",""
2011,"Slovak Republic","","18.56544","3213.94976718959","68.5113631680676","10.3575514619004","","48551.7499855841","135863579993.327","3.09999990463257","37.5999984741211"
2011,"Slovenia","","","3545.0397327024","65.3428486233426","17.7199138016331","","21513.476468893","58533687214.7387","6.90000009536743","32.0999984741211"
2011,"Solomon Islands","","","","","67.1849977781873","","4536.57738178344","1062611217.02648","",""
2011,"Somalia","","","","","94.195268793019","","21690.2656830673","","",""
2011,"South Africa","93.1021423339844","","2767.85645052264","87.1672856009835","17.1091514799534","","451483.820825423","633638364273.928","4.59999990463257","24.2999992370605"
2011,"South Sudan","","","","","","","","36383425753.1343","",""
2011,"Spain","97.7837524414063","","2689.68433721315","76.5000886869636","14.7497670753977","","353857.386145107","1520544286877.08","4.09999990463257","21.8999996185303"
2011,"Sri Lanka","","","515.928465712876","48.8401844735113","59.4625283126602","","29822.7789910656","186763228839.866","33","24.1000003814697"
2011,"St. Kitts and Nevis","","","","","","","189.780252605721","1090273272.63776","",""
2011,"St. Lucia","","","","","2.30692409575813","","582.33575435051","1889271951.01664","",""
2011,"St. Martin (French part)","","","","","","","","","",""
2011,"St. Vincent and the Grenadines","","","","","5.13451710308536","","310.883655689352","1079375927.09453","",""
2011,"Sudan","","","350.839957101575","29.5271238482698","63.9927354458512","","489798.213265019","146689215152.158","44.5999984741211","15.3000001907349"
2011,"Suriname","","","","","19.4073518368715","","2598.26121843145","7914263443.50122","",""
2011,"Swaziland","","","","","39.4685962347642","","3430.02474988828","9239168334.43446","",""
2011,"Sweden","","","5274.6436131771","34.2141870452598","46.5441395567203","","68780.3304510237","413017649087.308","1.79999995231628","20"
2011,"Switzerland","","","3204.42298276704","50.3754614041516","21.3107078417636","","53066.8668627694","431626765441.923","3.09999990463257","21.3999996185303"
2011,"Syrian Arab Republic","","","974.660174223253","98.6781335755153","1.87324033446963","","75181.2622617497","","13.1999998092651","31.3999996185303"
2011,"Tajikistan","","","281.430501326747","36.2545258412302","60.2528093948316","","15285.8198091057","17286955072.7244","",""
2011,"Tanzania","","","453.568382894484","11.6803788167236","89.5842106833723","","234762.029551845","100984255978.622","",""
2011,"Thailand","","","1759.27624904119","80.1938891061772","22.2723558521667","","431312.309909655","913511216940.895","41","19.3999996185303"
2011,"Timor-Leste","","","","","","","949.906839441293","2202155131.95999","",""
2011,"Togo","60.4099388122559","","477.170512713711","19.9090893713015","69.1270127809019","","22760.6386155452","8241131319.98898","",""
2011,"Tonga","99.3855285644531","","","","1.12681954248191","","155.290599558298","525159845.772572","",""
2011,"Trinidad and Tobago","","","14791.3417091827","99.9292419441802","0.360433946936715","","59776.5834191611","39730040280.52","",""
2011,"Tunisia","79.6539077758789","","919.397028237366","88.0719440442005","13.3506241092296","","38741.1352417547","108913333410.658","16.2000007629395","33.5"
2011,"Turkey","94.106086730957","","1526.34541598962","89.8972170965975","12.7933216110756","","434798.461210204","1308343501953.37","22.7999992370605","27.1000003814697"
2011,"Turkmenistan","","","4840.84468319093","","","","88648.7177282147","58014358231.6118","",""
2011,"Turks and Caicos Islands","","","","","0.532165411483411","","18.7452496568376","","",""
2011,"Tuvalu","","","","","","","5.17598123419742","34338316.8465706","",""
2011,"Uganda","","","","","90.3336788018451","","80318.9682529937","56479238119.9413","",""
2011,"Ukraine","","","2768.92412610133","79.5572456470764","2.7330102278557","","410067.313082423","378531847053.314","20.2000007629395","25.7000007629395"
2011,"United Arab Emirates","","","7361.14658257012","99.8998655765664","0.141917439831288","","199342.522558574","503068685411.632","",""
2011,"United Kingdom","","","2966.74478371571","85.6985625507848","4.10731876467802","","568061.828941121","2314653891010.54","1.10000002384186","19.2000007629395"
2011,"United States","","","7029.24676449715","83.6864361569841","8.18544254711103","","6571653.97696764","15517926000000","",""
2011,"Uruguay","98.3358993530273","","1304.7474458074","56.0671676288539","48.5939718163772","","33773.770839407","60618737179.4844","10.6999998092651","21.2999992370605"
2011,"Uzbekistan","","","1613.81009836602","98.1159460693559","2.2401467333638","","180734.945597965","129459345335.412","",""
2011,"Vanuatu","","","","","34.1809005357996","","440.152732079289","705126498.576747","",""
